"","title","author","subject","abstract","meta"
"116","Hadron momentum spectra from analytical solutions of relativistic hydrodynamics","Mahammad Sabir Ali, Deeptak Biswas, Amaresh Jaiswal, Sushant K. Singh","High Energy Physics - Phenomenology (hep-ph)","We present analytical solution of relativistic hydrodynamics for a system having cylindrical symmetry with boost-invariant longitudinal expansion and Hubble-like transverse expansion. We also consider analytical solution for Hubble-like spherically expanding system. For these two cases, we calculate analytical expression for transverse momentum spectra of hadrons, at constant temperature freeze-out hypersurface using Cooper-Frye prescription. We compare our results for transverse momentum spectra with experimental results from Large Hadron Collider and CERN SPS where one expects cylindrical and spherical geometry of the fireball, respectively. In the case of low-energy collisions with spherical geometry, we calculate rapidity spectra and compare with the results from CERN SPS.","Fri, 1 Mar 2024 16:00:41 UTC (156 KB)"
"117","A Light-Front Model for the Transition Distribution Amplitudes for Backward Timelike Compton Scattering","B. Pasquini, A. Schiavi","High Energy Physics - Phenomenology (hep-ph)","To access information on the internal structure of the nucleon, data from a variety of scattering experiments can be analyzed, in regimes where the information factorizes from an otherwise known scattering amplitude. A recent development, promising new insight, is the study of exclusive reactions in the backward kinematical region, where the information can be encoded in Transition Distribution Amplitudes (TDAs). We model the photon-to-nucleon TDAs, entering the factorized description of backward Timelike Compton Scattering, using techniques of light-front dynamics to integrate information from a quark model for the photon and the nucleon. We include the results of numerical predictions that could inform further experiments at Jefferson Lab and the future Electron--Ion Collider.","Fri, 1 Mar 2024 15:39:46 UTC (1,343 KB)"
"118","Relaxometry Guided Quantitative Cardiac Magnetic Resonance Image Reconstruction","Yidong Zhao, Yi Zhang, Qian Tao","Image and Video Processing (eess.IV)","Deep learning-based methods have achieved prestigious performance for magnetic resonance imaging (MRI) reconstruction, enabling fast imaging for many clinical applications. Previous methods employ convolutional networks to learn the image prior as the regularization term. In quantitative MRI, the physical model of nuclear magnetic resonance relaxometry is known, providing additional prior knowledge for image reconstruction. However, traditional reconstruction networks are limited to learning the spatial domain prior knowledge, ignoring the relaxometry prior. Therefore, we propose a relaxometry-guided quantitative MRI reconstruction framework to learn the spatial prior from data and the relaxometry prior from MRI physics. Additionally, we also evaluated the performance of two popular reconstruction backbones, namely, recurrent variational networks (RVN) and variational networks (VN) with U- Net. Experiments demonstrate that the proposed method achieves highly promising results in quantitative MRI reconstruction.","Fri, 1 Mar 2024 14:18:00 UTC (1,407 KB)"
"119","Charge-conjugation asymmetry and molecular content: the $D_{s0}^\ast(2317)^\pm$ in matter","Victor Montesinos, Miguel Albaladejo, Juan Nieves, Laura Tolos","High Energy Physics - Phenomenology (hep-ph)","We analyze the modifications that a dense nuclear medium induces in the $D_{s0}^\ast(2317)^\pm$ and $D_{s1}(2460)^\pm$. In the vacuum, we consider them as isoscalar $D^{(*)}K$ and $\overline{D}{}^{(*)}\overline{K}$ $S$-wave bound states, which are dynamically generated from effective interactions that lead to different Weinberg compositeness scenarios. Matter effects are incorporated through the two-meson loop functions, taking into account the self energies that the $D^{(*)}$, $\overline{D}{}^{(*)}$, $K$, and $\overline{K}$ develop when embedded in a nuclear medium. Although particle-antiparticle [$D^{(\ast)}_{s0,s1}(2317,2460)^+$ versus $D^{(\ast)}_{s0,s1}(2317,2460)^-$] lineshapes are the same in vacuum, we find extremely different density patterns in matter. This charge-conjugation asymmetry mainly stems from the very different kaon and antikaon interaction with the nucleons of the dense medium. We show that the in-medium lineshapes found for these resonances strongly depend on their $D^{(*)}K$/$\overline{D}{}^{(*)}\overline{K}$ molecular content, and discuss how this novel feature can be used to better determine/constrain the inner structure of these exotic states.","Fri, 1 Mar 2024 11:19:17 UTC (1,488 KB)"
"120","Production of Resonances in Partial Chemical Equilibrium","Boris Tomasik, Sandor Lokos","Nuclear Theory (nucl-th)","Within the model of partial chemical equilibrium (PCE) we calculate the multiplicity ratios of selected unstable resonances to given stable species. We focus on those ratios that have been measured either in Pb+Pb collisions at the LHC or in Au+Au collisions at the top RHIC energy. The model provides an interpretation how in an expanding hadronic fireball with decreasing temperature the final numbers of stable hadrons after decays of all resonances remain unchanged. Each stable species acquires its own chemical potential and the resonances are kept in equilibrium with them. Multiplicities of unstable resonances provide a test of this scenario. We observe that the ratios of $K^{*}/K$ and $\rho^0/\pi$ fit reasonably well into the picture of single kinetic freeze-out of the single-particle spectra, but the $\phi$-meson and hyperon resonances are not reproduced by this model.","Fri, 1 Mar 2024 10:26:28 UTC (305 KB)"
"121","Novel Pauli blocking method in quantum molecular dynamics type models","Xiang Chen, Junping Yang, Ying Cui, Kai Zhao, Zhuxia Li, Yingxun Zhang","Nuclear Theory (nucl-th)","In this work, we propose a novel method for calculating the occupation probability in the Pauli blocking of the quantum molecular dynamics type models. This method refines the description of the Pauli blocking ratio in the nuclear matter and that in the finite nucleus. The influence of the new Pauli blocking method on the heavy ion collisions observables, such as the charge distribution, the free neutron to proton yield ratios, and the extracted physical quantities, such as the in-medium nucleon-nucleon cross sections, are investigated. For the extracted in-medium nucleon-nucleon cross sections, our results show that it will be enhanced 1.1$-$2.5 times than that with the conventional Pauli blocking method at the beam energy less than 150 MeV/u, which highlights the importance of a refined Pauli blocking method for developing an advanced transport model to describe complex heavy ion collisions.","Fri, 1 Mar 2024 08:12:46 UTC (1,173 KB)"
"122","Neural Simulation-Based Inference of the Neutron Star Equation of State directly from Telescope Spectra","Len Brandes, Chirag Modi, Aishik Ghosh, Delaney Farrell, Lee Lindblom, Lukas Heinrich, Andrew W. Steiner, Fridolin Weber, Daniel Whiteson","High Energy Astrophysical Phenomena (astro-ph.HE)","Neutron stars provide a unique opportunity to study strongly interacting matter under extreme density conditions. The intricacies of matter inside neutron stars and their equation of state are not directly visible, but determine bulk properties, such as mass and radius, which affect the star's thermal X-ray emissions. However, the telescope spectra of these emissions are also affected by the stellar distance, hydrogen column, and effective surface temperature, which are not always well-constrained. Uncertainties on these nuisance parameters must be accounted for when making a robust estimation of the equation of state. In this study, we develop a novel methodology that, for the first time, can infer the full posterior distribution of both the equation of state and nuisance parameters directly from telescope observations. This method relies on the use of neural likelihood estimation, in which normalizing flows use samples of simulated telescope data to learn the likelihood of the neutron star spectra as a function of these parameters, coupled with Hamiltonian Monte Carlo methods to efficiently sample from the corresponding posterior distribution. Our approach surpasses the accuracy of previous methods, improves the interpretability of the results by providing access to the full posterior distribution, and naturally scales to a growing number of neutron star observations expected in the coming years.","Fri, 1 Mar 2024 05:14:37 UTC (3,449 KB)"
"123","General Construction of Bra-Ket Formalism for Identical Particle Systems in Rigged Hilbert Space Approach","S. Ohmori, J. Takahashi","Mathematical Physics (math-ph)","This study discussed Dirac's bra-ket formalism for the identical particles system to extend the rigged Hilbert space reformulated by R. Madrid [J. Phys. A:Math. Gen. 37, 8129 (2004)]. The bra and ket vectors for a composite system that form the basis of an identical particle system were reconstructed using the tensor product of rigged Hilbert space.They were found to be characterized in the dual spaces of the tensor product of nuclear spaces. The proofs utilized in this paper adopt a format similar to that used in physics, yet they will be mathematically rigorous. This formulation lays the foundation for modern quantum theories based on perturbation theory, such as quantum statistical mechanics and quantum field theory.","Fri, 1 Mar 2024 02:29:15 UTC (19 KB)"
"124","Five-dimensional collective Hamiltonian with improved inertial functions","Kouhei Washiyama, Nobuo Hinohara, Takashi Nakatsukasa","Nuclear Theory (nucl-th)","Background: To describe shape fluctuations associated with large-amplitude collective motion in the quadrupole degrees of freedom, the five-dimensional collective Hamiltonian (5DCH) has been widely used. The inertial functions in the 5DCH are microscopically calculated with the energy density functional (EDF) theory employing the cranking formula. However, since the cranking formula ignores dynamical residual effects, it is known to fail to reproduce the correct inertial functions, for instance, the total mass for the translational motion. Purpose: We aim to resolve problems of the insufficient description of the inertial functions in the 5DCH. We provide a practical method to include the dynamical residual effects in the inertial functions that depend on the quadrupole deformation parameters $\beta$ and $\gamma$. Methods: We use the local quasiparticle random-phase approximation (LQRPA) based on the constrained Hartree-Fock-Bogoliubov states in the $\beta$--$\gamma$ plane with the Skyrme EDF. The finite-amplitude method is used for efficient computations of the LQRPA. Results: The inertial functions evaluated with the LQRPA significantly increase from the ones with the cranking formula due to the dynamical residual effects. This increase also shows a strong $\beta$--$\gamma$ dependence. We show an application of the present method to a transitional nucleus $^{110}$Pd. The low-lying positive-parity spectra are well reproduced with the LQRPA inertial functions. Conclusions: We clarify the importance of the dynamical residual effects in the inertial functions of the 5DCH for the description of the low-lying spectra. The 5DCH with the improved inertial functions provides a reliable and efficient description of low-lying spectra in nuclei associated with the quadrupole shape fluctuation.","Fri, 1 Mar 2024 01:22:51 UTC (691 KB)"
"125","Pole properties of a resonance: When to subtract partial-decay widths to obtain the pole widths","J. A. Oller","High Energy Physics - Phenomenology (hep-ph)","When a resonance lies near the threshold of a heavier channel, an interesting feature can occur. The paradigmatic example employed here is the scalar isoscalar $f_0(980)$ resonance that couples to the lighter $\pi\pi$ and heavier $K\bar{K}$ channels. It is shown that the decay width is given by the sum or subtraction of the partial decay widths depending on whether the pole lies in the Riemann sheet that is contiguous with the physical one above or below the $K\bar{K}$ threshold, respectively. Next, we show that the usually disregarded renormalization of bare parameters in Flatté or energy-dependent Breit-Wigner parameterizations is essential to extract physical information. The compositeness of the $f_0(980)$ by using a Flatté parameterization matched to reproduce the pole properties obtained from Roy equations and other analytic constraints is evaluated.","Thu, 29 Feb 2024 21:32:51 UTC (18 KB)"
"126","Nuclear spin relaxation in solid state defect quantum bits via electron-phonon coupling in their optical excited state","Gergő Thiering, Adam Gali","Quantum Physics (quant-ph)","Optically accessible solid state defect spins are primary platform for quantum information processing where tight control of the electron spin and ancilla nuclear spins is pivotal for the operation. We demonstrate on the exemplary nitrogen-vacancy (NV) color center in diamond by means of a combined group theory and density functional theory study that spin-phonon relaxation rate of the nitrogen nuclear spin is with several orders of magnitude enhanced by the strong electron-phonon coupling in the optical excited state of the defect. The mechanism is common to other solid state defect spins sharing similar optical excited states with that of the NV center.","Thu, 29 Feb 2024 18:15:19 UTC (251 KB)"
"127","Single-electron states of phosphorus-atom arrays in silicon","Maicol A. Ochoa, Keyi Liu, Michał Zieliński, Garnett W. Bryant","Quantum Physics (quant-ph)","We characterize the single-electron energies and the wavefunction structure of arrays with two, three, and four phosphorus atoms in silicon by implementing atomistic tight-binding calculations and analyzing wavefunction overlaps to identify the single-dopant states that hybridize to make the array states. The energy spectrum and wavefunction overlap variation as a function of dopant separation for these arrays shows that hybridization mostly occurs between single-dopant states of the same type, with some cross-hybridization between $A_1$ and $E$ states occurring at short separations. We also observe energy crossings between hybrid states of different types as a function of impurity separation. We then extract tunneling rates for electrons in different dopants by mapping the state energies into hopping Hamiltonians in the site representation. Significantly, we find that diagonal and nearest neighbor tunneling rates are similar in magnitude in a square array. Our analysis also accounts for the shift of the on-site energy at each phosphorus atom resulting from the nuclear potential of the other dopants. This approach constitutes a solid protocol to map the electron energies and wavefunction structure into Fermi-Hubbard Hamiltonians needed to implement and validate analog quantum simulations in these devices.","Thu, 29 Feb 2024 17:50:30 UTC (712 KB)"
"128","Infinite Order Hydrodynamics: an Analytical Example","Lorenzo Gavassino","Nuclear Theory (nucl-th)","We construct a kinetic model for matter-radiation interactions where the hydrodynamic gradient expansion can be computed analytically up to infinite order in derivatives, in the fully non-linear regime, and for arbitrary flows. The frequency dependence of the opacity of matter is chosen to mimic the relaxation time of a self-interacting scalar field. In this way, the transient sector simulates that of a realistic quantum field theory. As expected, the gradient series is divergent for most flows. We identify the mechanism at the origin of the divergence, and we provide a successful regularization scheme. Additionally, we propose a universal qualitative framework for predicting the breakdown of the gradient expansion of an arbitrary microscopic system undergoing a given flow. This framework correctly predicts the factorial divergence of the gradient expansion in most non-linear flows and its breakdown due to stochastic fluctuations. It also predicts that jets may induce an ultraviolet divergence in the gradient expansion of quark matter hydrodynamics.","Thu, 29 Feb 2024 16:49:10 UTC (166 KB)"
"129","YSR Bond Qubit in a Double Quantum Dot with cQED Operation","Gorm Ole Steffensen, Alfredo Levy Yeyati","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Connecting two half-filled quantum dots to two superconducting leads induces a competition of bonds, with the dots forming either an interdot exchange bond or two individual Yu-Shiba-Rusinov (YSR) screening bonds with the leads. Defining a qubit using these singlet parity bonding states provides dot charge noise protection, attributed to the chargeless nature of the screening quasiparticles, and magnetic noise protection, as the bonds guard against magnetic polarization. In this paper, we propose embedding a Double Quantum Dot (DQD) Josephson junction in parallel with a transmon to enable circuit Quantum Electrodynamics (cQED) measurements and operation of a YSR bond qubit. We demonstrate that, under realistic parameters, two-tone spectroscopy of the DQD can be performed, revealing a significant parameter regime suitable for qubit operation. Additionally, coherent manipulations of the bond states can be achieved through dot gates, and single-shot readout is enabled by measurements of a capacitively coupled resonator. Finally, we analyze noise sources and estimate gate noise on couplings as the primary source of qubit decoherence. Since this qubit is protected against nuclear Overhauser fields and does not rely on spin-orbit interactions for operation, a broader range of material platforms becomes available compared to current Andreev spin qubits.","Thu, 29 Feb 2024 15:31:46 UTC (4,605 KB)"
"130","Revisiting $O(N)$ $σ$ model at unphysical pion masses and high temperatures","Yuan-Lin Lyu, Qu-Zhi Li, Zhiguang Xiao, Han-Qing Zheng","High Energy Physics - Phenomenology (hep-ph)","Roy-equation analyses on lattice data of $\pi\pi$ scattering phase shifts at $m_\pi=391$MeV reveals that the lowest $f_0$ meson becomes a bound state under this condition. In addition, there is a pair of complex poles below threshold generated by crossing symmetry (PRD 108, 034009). We use the $N/D$ method to partially recover crossing symmetry of the $O(N)$ $\sigma$ model amplitude at leading order of $1/N$ expansion, and qualitatively reproduce the pole structure and pole trajectories with varying pion masses as revealed by Roy-equation analyses. The $\sigma$ pole trajectory with varying temperature is also discussed and found to be similar to its properties when varying $m_\pi$. As the temperature increases, the complex $\sigma$ poles firstly move from the second Riemann sheet to the real axis becoming two virtual state poles, and then one virtual state pole moves to the first sheet turning into a bound state pole and finally tends to the pion pole position at high temperature which is as expected from the chiral symmetry restoration. Our results provide further evidences that the lowest $f_0$ state extracted from experiments and lattice data plays the role of $\sigma$ meson in the spontaneous breaking of chiral symmetry. Finally, we also briefly discuss the problems of the effective potential in the situation when $m_\pi$ and temperature get large.","Thu, 29 Feb 2024 15:19:03 UTC (959 KB)"
"131","Symmetry Energy from Two-Nucleon Separation Energies of Pb and Ca Isotopes","Myeong-Hwan Mun, Eunja Ha, H. Sagawa, Gianluca Colò, Myung-Ki Cheoun","Nuclear Theory (nucl-th)","We investigate the symmetry energy in relation with the two-proton and two-neutron separation energies using different nuclear mass data. For this aim, we exploit the deformed relativistic Hartree-Bogoliubov theory in the continuum (DRHBc), FRDM2012 and AME2020 data. First, we study the two-proton and two-neutron separation energies in Pb and Ca isotopes by subtracting the contribution of Coulomb energy. They show a strong correlation with neutron number as well as with the neutron skin thickness. By taking the relative difference of both separation energies, we derive the symmetry energy from Ca and Pb isotopes. Since the nuclear surface contributes to the symmetry energy, we deduce the volume symmetry energy by subtracting the surface contribution using several mass models. The obtained symmetry energy coefficient, $a_{sym}$, is 20.0 $\sim $ 22.7 MeV for Pb isotopes and 18.7 $\sim$ 19.3 MeV for Ca isotopes from the DRHBc mass table data, while the results from other mass tables are 19.6 $\sim$ 22.1 (20.7 $\sim$ 22.3) MeV for Pb isotopes and 18.9 $\sim$ 19.0 (19.6 $\sim$ 19.7) MeV for Ca isotopes from AME2020 (FRDM2012) data. The volume contribution to the asymmetry coefficient, $a_{sym}^v$, which depends on the ratio of the surface to the volume energy coefficients, $a_s / a_v$, is also provided for each mass model. Since the ratio $a_s / a_v$ is neither determined by nuclear theory, nor by experimental data, we have investigated $a_{sym}^v$ by using the ratio $a_s / a_v$ as a free parameter, and have obtained $a_{sym}^v = $ 27.0 MeV, almost irrespective of nuclear model and isotopic chain, with the ratio $a_s / a_v$ constrained as $a_s / a_v = 1.10 \sim 1.13$.","Thu, 29 Feb 2024 14:39:52 UTC (274 KB)"
"132","Radiation Hardness Studies of RPC Based on Diamond-Like Carbon Electrodes for MEG II Experiment","Masato Takahashi, Sei Ban, Weiyuan Li, Atsuhiko Ochi, Wataru Ootani, Atsushi Oya, Hiromu Suzuki, Kensuke Yamamoto","Instrumentation and Detectors (physics.ins-det)","A novel type of resistive plate chamber, based on diamond-like carbon (DLC) electrodes is under development for background identification in the MEG II experiment. The DLC-RPC is required to have a radiation hardness to mass irradiation since it is planned to be placed in a high-intensity and low-momentum muon beam. In this study, the aging test using a high-intensity X-ray beam was conducted to evaluate the radiation hardness of the DLC-RPC. The accumulated charge due to X-ray irradiation reached about 54 C/cm$^2$, which is approximately half of the one-year irradiation dose expected in the MEG II experiment. As a result, the degradation of the gas gain was observed due to fluorine deposition and insulators formed on the DLC electrodes. In addition, discharges via spacers were also observed repeatedly and interrupted the DLC-RPC operation.","Thu, 29 Feb 2024 13:19:04 UTC (22,277 KB)"
"133","Slicing Pomerons in ultraperipheral collisions using forward neutrons from nuclear breakup","M. Alvioli (CNR IRPI, Perugia and INFN, Perugia), V. Guzey (Jyvaskyla U. and Helsinki Inst. of Phys.), M. Strikman (Penn State U.)","High Energy Physics - Phenomenology (hep-ph)","We argue that measurements of forward neutrons from nuclear breakup in inclusive high energy photon-nucleus ($\gamma A$) scattering provide a novel complementary way to study small-$x$ dynamics of QCD in heavy-ion ultraperipheral collisions (UPCs). Using the leading twist approximation to nuclear shadowing, we calculate the distribution over the number of evaporation neutrons produced in $\gamma Pb$ collisions at the LHC. We demonstrate that it allows one to determine the distribution over the number of wounded nucleons (inelastic collisions), which constrains the mechanism of nuclear shadowing of nuclear parton distributions.","Thu, 29 Feb 2024 11:38:54 UTC (286 KB)"
"134","Nuclear medium meson structures from the Schwinger proper-time Nambu--Jona-Lasinio model","Geoffry Gifari, Parada T. P. Hutauruk, Terry Mart","High Energy Physics - Phenomenology (hep-ph)","In this paper, we study the nuclear medium modifications of the meson electromagnetic form factors in the framework of the Nambu--Jona-Lasinio (NJL) model with the help of the Schwinger proper-time regularization scheme to tame loop divergence and simulate the effect of QCD confinement. In our current approach, the meson structure and nuclear medium are constructed in the same NJL model at the quark level. We examine the free space and in-medium charge radii for the kaon and pion, in addition to the spacelike elastic electromagnetic form factors of the kaon and pion as well as their quark-sector form factors, which reflect their internal structure. By comparing to the experimental data, we found that the free space elastic electromagnetic form factors for the mesons are consistent with the data, while the in-medium elastic electromagnetic form factors of the mesons are found to decrease as the nuclear matter density increases, leading to increase of meson charge radius, which is consistent with the prediction of other theory calculations. We also predict the axial nucleon coupling constant $g_A$ in nuclear medium computed via the Goldberger-Treiman relation (GTR), which is crucial for the search for the neutrinoless double beta decay ($0\nu \beta \beta$).","Thu, 29 Feb 2024 11:21:35 UTC (97 KB)"
"135","Investigation of the determination of nuclear deformation using high-energy heavy-ion scattering","Shin Watanabe, Takenori Furumoto, Wataru Horiuchi, Tadahiro Suhara, Yasutaka Taniguchi","Nuclear Theory (nucl-th)","Background: Nuclear deformation provides a crucial characteristic of nuclear structure. Conventionally, the quadrupole deformation length of a nucleus, $\delta_{2}$, has often been determined based on a macroscopic model through a deformed nuclear potential with the deformation length $\delta^{\rm (pot)}_{2}$, which is determined to reproduce the nuclear scattering data. This approach assumes $\delta_{2}=\delta^{\rm (pot)}_{2}$ although there is no theoretical foundation. Purpose: We clarify the relationship between $\delta_{2}$ and $\delta^{\rm (pot)}_{2}$ for high-energy heavy-ion scattering systematically to evaluate the validity of the conventional approach to determine the nuclear deformation. Method: The deformation lengths for the $^{12}$C inelastic scattering by $^{12}$C, $^{16}$O, $^{40}$Ca, and $^{208}$Pb targets at $E/A$ = 50--400 MeV are examined. First, we perform microscopic coupled-channel (CC) calculations to relate $\delta_{2}$ of the deformed density into the inelastic scattering cross section. Second, we use the deformed potential model to determine $\delta^{\rm (pot)}_{2}$ so as to reproduce the microscopic CC result. We then compare $\delta^{\rm (pot)}_{2}$ with $\delta_{2}$. Results: We find that $\delta^{\rm (pot)}_{2}$ is about 20--40% smaller than presumed $\delta_{2}$, showing strong energy and target dependence. Conclusion: Our results suggest that one needs to be careful when the deformed potential model for the high-energy heavy-ion scattering is used to extract the nuclear deformation. The conventional approach may underestimate the deformation length $\delta_2$ systematically.","Thu, 29 Feb 2024 10:04:39 UTC (149 KB)"
"136","Percolation threshold and critical point of a nuclear reactor","V. V. Ryazanov","Statistical Mechanics (cond-mat.stat-mech)","Neutrons in a nuclear reactor move along trajectories corresponding to Cayley trees associated with branching random processes. The probability of percolation, the appearance of such a state of the Bethe lattice in which there is at least one continuous path through neighboring conducting nodes through the entire lattice, corresponds to the probability of the occurrence of a self-sustaining fission chain reaction. At a critical value of the last probability, a (conditionally) infinite cluster of neutrons appears. The probability of percolation, depending on the operating time of the reactor and its size, is associated with the criticality of the reactor. The temporal behavior of the neutron multiplication factor is estimated. Particular attention is paid to the early stages of the development of a self-sustaining chain reaction of nuclear fission. The possibilities of determining the boundaries of the critical region are indicated.","Thu, 29 Feb 2024 09:32:34 UTC (383 KB)"
"137","Relationship between chain reactions in a nuclear reactor and multifractality","V. V. Ryazanov","Statistical Mechanics (cond-mat.stat-mech)","A multifractal model of neutron evolution in a reactor is considered. For chain reactions, the dimension of the multifractal carrier, information and correlation dimensions, the entropy of the fractal set, the maximum and minimum values of the dimension, the multifractal spectrum function and other characteristics of multifractal neutron behavior are found. The use of geometric characteristics of a multifractal makes it possible to describe a stochastic system of hierarchically subordinate statistical ensembles, characterized by Cayley trees. A stationary distribution over hierarchical levels is established, which reduces to the Tsallis power law. Some possibilities for using fractal patterns in the theory of nuclear reactors are indicated.","Thu, 29 Feb 2024 09:25:50 UTC (248 KB)"
"138","Hadron-quark phase transition in the neutron star with vector MIT bag model and Korea-IBS-Daegu-SKKU functional","Debashree Sen, Hana Gil, Chang Ho Hyun","Nuclear Theory (nucl-th)","Employing the Korea-IBS-Daegu-SKKU (KIDS) density functional for the hadron phase and the MIT bag model with vector (vBag) model for the quark phase, we obtain hadron-quark phase transition in neutron stars considering Maxwell construction. The structural properties of the resultant hybrid stars are computed for three different values of bag constant ($B$) in the range $B^{1/4}=$(145$-$160 MeV). We studied the effects of symmetry energy ($J$) on the hybrid star properties with the different KIDS model and found that $J$ has important influence not only on the transition properties like the transition mass, transition radius and jump in density due to phase transition, but also on the stability of the hybrid stars. The vector repulsion of the quark phase via the parameter $G_V$ has profound influence in obtaining reasonable hybrid star configurations, consistent with the recent astrophysical constraints on the structural properties of compact stars. Within the aforesaid range of $B$, the value of $G_V$ is constrained to be 0.3 $\lesssim G_V \lesssim$ 0.4 in order to obtain reasonable hybrid star configurations.","Thu, 29 Feb 2024 07:10:39 UTC (639 KB)"
"139","Transverse asymmetry of individual $γ$-rays in the $^{139}$La($\vec{n}$, $γ$)$^{140}$La reaction","M.Okuizumi, C.J.Auton, S.Endo, H.Fujioka, K.Hirota, T.Ino, K.Ishizaki, A.Kimura, M.Kitaguchi, J.Koga, S.Makise, Y.Niinomi, T.Oku, T.Okudaira, K.Sakai, T.Shima, H.M.Shimizu, H.Tada, S.Takada, S.Takahashi, Y.Tani, T.Yamamoto, H.Yoshikawa, T.Yoshioka","Nuclear Experiment (nucl-ex)","The enhancement of the parity-violating asymmetry in the vicinity of $p$-wave compound nuclear resonances was observed for a variety of medium-heavy nuclei. The enhanced parity-violating asymmetry can be understood using the $s$-$p$ mixing model. The $s$-$p$ mixing model predicts several neutron energy-dependent angular correlations between the neutron momentum $\vec k_n$, neutron spin $\vec\sigma_n$, $\gamma$-ray momentum $\vec k_\gamma$, and $\gamma$-ray polarization $\vec\sigma_\gamma$ in the $(n,\gamma)$ reaction. In this paper, the improved value of the transverse asymmetry of $\gamma$-ray emissions, corresponding to a correlation term $\vec{\sigma}_n\cdot(\vec k_n\times\vec k_\gamma)$ in the $^{139}\mathrm{La}(\vec n,\gamma)^{140}\mathrm{La}$ reaction, and the transverse asymmetries in the transitions to several low excited states of $^{140}\mathrm{La}$ are reported.","Thu, 29 Feb 2024 05:45:40 UTC (736 KB)"
"140","B-mesons as essential probes of hot QCD matter","Vinod Chandra, Santosh K. Das","High Energy Physics - Phenomenology (hep-ph)","This article elucidates the pivotal role of b-mesons and bottomonium states in exploring the existence and properties of hot QCD matter (commonly known as quark-gluon-plasma (QGP) produced within the crucible heavy-ion collision experiments). Owing to the complex and confounding nature of strong interaction force the direct detection of probing the hot QCD matter is not feasible. In light of this, investigating the dynamics of b-quarks and anti-quarks within the hot QCD medium emerges as an invaluable indirect probe. The impact of b-quarks and the mesons spans a spectrum of interesting domains regarding the physics of QCD at finite temperature, encompassing the QCD phase transition, color screening, quarkonia dissociation, heavy quark energy loss and collective flow, anisotropic aspects, and strongly coupled nature of hot QCD medium. These aspects underscore the indispensable nature of B-mesons in the quest to create and explore the complex nature of strong interaction force through the QGP/hot QCD matter. In this context, we mainly focus on works related to transport studies of b-mesons in hot QCD medium, lattice QCD, and effective field theory studies on bottomonium states, and finally, open quantum system frameworks to quarkonia to explore the properties of hot QCD medium in relativistic heavy-ion collision experiments.","Thu, 29 Feb 2024 05:39:33 UTC (127 KB)"
"141","A direct probe of $Λ$ potential in nuclear medium","Gao-Chan Yong","Nuclear Theory (nucl-th)","Using the Liège intranuclear-cascade model together with the ablation model ABLA, an investigation is conducted into the effects of $\Lambda$ potential in $\Lambda$-nucleus and $\Lambda$-hypernucleus-nucleus collisions across various beam energies. The findings show that the angle and transverse-momentum distributions of scattered $\Lambda$ hyperon, the scattering cross section of the $\Lambda$ hyperon in $\Lambda$-nucleus collisions as well as the rapidity distribution of $\Lambda$ hyperon in $\Lambda$-hypernucleus-nucleus collisions are significantly influenced by the strength of the $\Lambda$ potential in these scattering reactions across various beam energies. These demonstrations, unhindered by the uncertainties of $\Lambda$ and hypernuclei productions in nuclear medium, allow for a direct investigation of the $\Lambda$ potential, especially its momentum dependence. The criticality of probing the $\Lambda$ potential is closely associated with the resolution of the ""hyperon puzzle"" in neutron stars.","Thu, 29 Feb 2024 03:32:20 UTC (89 KB)"
"142","QCD at Finite Temperature and Density -- Equation of State","Jamie M. Karthein","High Energy Physics - Phenomenology (hep-ph)","As an important set of thermodynamic quantities, knowledge of the equation of state over a broad range of temperatures and chemical potentials in the QCD phase diagram is crucial for our understanding of strongly-interacting matter. There is a good understanding from first-principles results in lattice QCD, perturbative QCD and chiral effective field theory about the equation of state. However, these approaches are valid in different regimes of the phase diagram, and therefore, a method of providing an equation of state that covers a full range of the phase diagram involves matching together these results with appropriate models in order to fill in the gaps between these regions. Furthermore, with such equations of state, important questions about QCD phase structure can begin to be addressed, such as whether there is a critical point in the QCD phase diagram. In this contribution to the proceedings, equations of state from first-principles and effective theories will be discussed in order to understand how QCD thermodynamics is affected by the presence of a critical point.","Wed, 28 Feb 2024 22:37:52 UTC (286 KB)"
"143","Relativistic fluctuations in stochastic fluid dynamics","Xin An, Gokce Basar, Mikhail Stephanov, Ho-Ung Yee","High Energy Physics - Theory (hep-th)","The state-of-the-art theoretical formalism for a covariant description of non-Gaussian fluctuation dynamics in relativistic fluids is discussed.","Wed, 28 Feb 2024 22:05:53 UTC (540 KB)"
"144","Spectroscopy of N=50 isotones with the valence-space density matrix renormalization group","A. Tichai, K. Kapás, T. Miyagi, M. A. Werner, Ö. Legeza, A. Schwenk, G. Zarand","Nuclear Theory (nucl-th)","The recently proposed combination of the valence-space in-medium similarity renormalization group (VS-IMSRG) with the density matrix renormalization group (DMRG) offers a scalable and flexible many-body approach for strongly correlated open-shell nuclei. We use the VS-DMRG to investigate the low-lying spectroscopy of N=50 isotones, which are characteristic for their transition between single-particle and collective excitations. We also study electromagnetic transitions and show the advantage of the VS-DMRG to capture the underlying physics more efficiently, with significantly improved convergence compared to state-of-the-art shell-model truncations. Combined with an analysis of quantum information measures, this further establishes the VS-DMRG as a valuable method for ab initio calculations of nuclei.","Wed, 28 Feb 2024 21:46:42 UTC (1,906 KB)"
