"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Drawmort","18 December 2023","I hope that one day there will be an action movie with the same spectacular sequences that Fast X has, but with a smart plot. This movie feels like an eternal (because yes, it's very long) collage of many action scenes with no coherence between them. The action is entertaining until it becomes too far-fetched. The plot is a mere decoration and excuse to show the millions of dollars in CGI, cars, explosions and cameos that contribute to the emptiest vanity of cinema. The acting is terrible, with the exception of the main villain, who, don't get me wrong, is far from anything remarkable, but at least he is a cut above the rest. By the way, that character development is the weirdest thing I've ever seen.Now, as incredible as it may seem, I must highlight something. The direction is quite interesting. It enhances in a good way each adrenaline sequence that the film calls for at every moment. The soundtrack is also quite decent and well, I think I have already praised the visual effects quite a bit.Recommended to leave the background and peek out only in the noisiest scenes, as it's surely due to some visual spectacle full of cars and explosions.","
            4/10
            "
"dps-87187","30 June 2023","I've been a casual fan of the Fast series for some time. Not a die hard, but I've seen about 6 of the movies with Tokyo Drift being my favorite. My wife and I have been huge fans of the 4DX experience and thought a movie like this would benefit from that kind of viewing. The newest Jurassic Park and Top Gun were awesome in these venues.Now I realize the Fast series isn't at all some Russian-novel-esque kind of plotline but the movies always had a decent undertone despite all the flamboyant action. We got NONE of that from Fast X. This movie was so poorly written, we actually left 30min before it ended. It had no plotline that was any bit interesting to have you care about what was going on. I'm kind of sick of them trying to make Jason Mamoa a thing, he's good in small doses in movies but I really don't think he's meant to hold a role this big. He's lately just playing the psychotic bad guy now that he looks like a grizzled biker gang guy, a big departure from his early days on GoT when he was some heart throb for the ladies.This movie was incredibly disappointing as it felt like the action scene was written first and they filled in whatever dumb back story could mildly work to support the scene. I give this movie 1 star as even watching it with all the glitz and action of 4DX couldn't save it, I couldn't care less how it ended hence why we just left before it ended. Do not waste your money and see it in theaters unless you have an IQ of 80 and you're fine with no tangible plot.","
            7/10
            "
"furiousdevi","9 June 2023","I was really looking forward to the new Fast X because i was hoping they learned from past mistakes and take the series back to where it belongs - with cars as main focus and maybe lead into a new story, a new beginning - because thats what we fans want!Instead we get a horribly written story where alot of things dont make sense - at all!And on top we get laughably bad animations at least when it comes to cars (like when they drive down stairs etc.).A real shame that the series still keeps getting worse ... they keep ruining it and it hurts.4 Stars is really the maximum a fan can give here - its so hard to watch. Someone who does not know the previous (good) movies in the series its probably more like a 6/10.","
            5/10
            "
"nadkarnisumeet","21 May 2023","Fast X review :First things first. The Fast and Furious franchise is critics-proof as its strong fan base would anyway watch it without bothering about a review. Quite like a Salman Khan film of Bollywood! So, digging deep in to its 'intolerance' towards logic or physics would only be an exercise in futility!!This time, the focus is on family apart from the regular car chases. Trust me, you will hear the word 'family' at least ten times during its two hours of runtime. Vin Diesel has certainly come a long way from part one of this series, which always manages to up the ante on the action front with every sequel. The action sequences are truly awesome with the plot cleverly woven in to an emotional bond between Diesel and his kiddo. Jason Momoa as the main antagonist, is fantastic.As an icing on the cake, there is a wonderful Paul Walker tribute and a surprise package in the end credits which indicates a further sequel. Bring it on. Fast!!Regards,
Sumeet Nadkarni.","
            10/10
            "
"Hussain-AL-Naseer","27 May 2023","Fast X stretches the already far-fetched franchise to its limits with nonsensical actions and an overemphasis on mindless action. Characters die and miraculously return with every new movie no wonder Vin Diesel would bring Paul Walker for the finale part. Jason Momoa's villainous role showcases his screen presence but uncomfortably resembles the Joker, lacking originality. The film becomes a below-average entry, offering nothing new to revitalize the series. It disregards physics entirely, pushing the boundaries of believability to absurd extremes. Fast and Furious 10 relies heavily on familiar tropes, delivering a predictable, formulaic experience.","
            4/10
            "
"cruise01","20 May 2023","5 out of 5 stars.Fast X is an awesome action film that is big and over the top insane. Fast X is the beginning of the end for the series. Which the plot is coming full circle. With a new villain Dante (Jason Momoa) who is hellbent on destroying Dominic (Vin Diesel) family and causing chaos to whoever gets in his way. Dante is coming at full vengeance to see Dom suffer. While Dom and his team are trying to survive being betrayed. Chased and while trying to protect each other.Jason Momoa is an awesome villain. Who is like the joker for the Fast series. The action sequences are big and over the top insane. If you can set aside logic or laws of Physics cause its like the previous films. You can enjoy it for what it is. The visual effects are good. The music score and soundtrack is awesome. The climax of the film is more personal with its action scene only focusing on Dominic and Dante.The cast ensemble is great. Bri Larson and Alan Ritchson is also good. The film ends in a cliffhanger for a sequel. And a surprising ending on one character. Which is better to keep an open mind with these kind of films. And a mid credit scene that just adds more to the surprise.Overall, Fast X is an exciting thrill ride that is a perfect summer blockbuster.","
            2/10
            "
"A-Lost-Soul","1 January 2024","It is not like the previous movies have been amazing but this one was so bad that no one who was involved should have made money from it...not including my $3 rental cost. This was like a recipe made by someone who has never cooked and guesses at the ingredients and portions after sticking their finger to taste it. How about this for the next movie, we find out Hobbs is really the father of Little B?Nothing made sense about this movie. Frankly sick of how Mia is always involved but never her and Brian's kids which would have actually made sense to play with Little Brian when he was at her house. At least bring back Owen because he was more of a competent villain since you brought back Gisele but somehow left out Elle - was she not tough enough.Since you added Brie Larson, how about have Nick Fury show up with her Captain Marvel costume since doing stupid is the premise for this one and the plan for the next. Here is one even better, let's have Paul's brother join the cast and say Brian had to get his face changed since her was a UC and needs to protect his family. Here is another idea, Twinkie and Sean are now selling flying cars and have started...wait for it...space wars. Oh yeah, we have to not forget that Dom and his son will grow gills and swim underwater while waiting to get picked up by the sub that comes all the way from Antarctica. If looking for more idea, you know where to find me you sumabitch.I am knocking this movie down another star for the inconvenience of watching the forcing me to write this review.","
            8/10
            "
"ArunWalls87","26 May 2023","Why do they do this again and again. It's no more about the original intention of the movie anymore. Fast cars and family.I think they lost it after the tokyo drift. The movies from there on is more about money heist, anti-gravity, breaking all the laws of physics.It's unreal action. Unreal scenarios. Guardians of the galaxy is a much more watchable movie considering the fact that this franchise has jumped the genre.Heard that this was the first part of the last movie.Should have stopped with this. But considering the fact that there is only one more to endure, just bring it on and be with it.","
            5/10
            "
"Hey_Harry","19 May 2023","Fast X is reportedly the first in a three part finale and it definitely shows. Fast X spends a bulk of its first and second act setting the stage for the next two films in the series introducing new characters as well as bringing back characters from the previous films. The pacing in the first and second half are all over the place and it's really not until the third act where the movie starts to pick up and it feels like the movie is going somewhere. Unlike the previous entries in the series, the movie barely focuses on Dominic's gang doing heist missions and instead focuses on the personal vendetta between Dominic Toretto and the series' new villain, Dante Reyes, played by Jason Momoa whose larger-than-life performance helps reinvigorate the franchise. Overall, Fast X is not perfect but still contains plenty of cool cars, slick action, stylish editing, unique set pieces, as well as some decent character performances to keep the film on track.","
            5/10
            "
"mason25","23 May 2023","I can fully accept it being a popcorn action flick, but it's deviated so far from the first installment that it's not even funny anymore.I seen the first one something like 9 or 10 times in theaters, absolutely loved it despite it's few minor realism flaws, but now we've gone to outer space and back.I can even accept the ""re written"" history to give us our evil villain in Momoa, but what the actual F were they thinking making him be Jack Sparrow????? It simply didn't fit at all.All of the globe trotting was utterly pointless, and there was next to no sense of belonging or attachment in any place.Brie Larson came out of nowhere, and simply didn't fit.Ditto for Momoa.Aimes, anyone could've guessed he'd be a traitor, no issues with that but you can't tell me that the shadowy board of figures didn't know who he was all along.... maybe they just like handing out cutting edge technology (as exhibited on Mr. Nobody) to random terrorists, but it makes no sense.Jacob coming back was great, his death was beyond stupid, to say nothing of his car ""mods"".Speaking of cars.... in a franchise that began all about cars, and until now had more than a few throw away lines on WHAT they were driving, and how they had been modded, they're now just relying on us to KNOW what's on screen at a glance. Which for myself is great, there's hardly a car shown that I can't at least put a manufacturer's name to, if not an actual model with rough hp/tq figures. But what about folks who are just coming to see an action movie??Also there's never a single moment where there's any feeling given for any of the cars, we go traipsing around the globe at a breakneck speed yet somehow everywhere we go, there's for sure a dozen or more 1000 hp cars available.... are we to believe that the team has these cars pre modified and sitting around just waiting for them to land at every airport.... OR that extensive highly technical mods have been performed all in the time frame of said flight from A to B...Momoa had his stuff all planned out, so of course he's got his things around the world (ridiculous but ok), but in every other scene he's got a new jack Sparrow outfit on, and he's more flamboyant than a drag show of craziness.Gisele is back because she only fell out of a plane from 30 or so feet up, maybe more maybe less, I'll even accept that she landed in a pillow factory on that 30mile runway. But where tf has she been all this time? You can't tell me that they didn't go back and recover her body to actually confirm that she was dead/alive....The long term fans will definitely finish out watching the series, because why wouldn't they, they've been with it for 20+ years, and we do like action flicks, but they certainly won't be going back again and again to see it like I did with the first one. It's a watch it and forget it popcorn movie.","
            2/10
            "
"statuskuo","29 May 2023","Anything that uses the Roman Numeral (Oooooh I get it now) ""X"" as a sequel indicator is bound to go all camp-out (""Jason X"" anyone).So as the 10 year yard mark hits, you would expect this flick to be a lot more...groundbreaking. It isn't. It's a very straightforward, sometimes dull ""family"" diatribe story. Of revenge from ""Fast V"" (see what I did there?)
Here Toretto seems to have short term memory. And also never mentions Brian (Paul Walker). Though he's featured in the opening sequence. The character of Dante (Jason Mamoa) seeks revenge after these two street racers kills him by swinging a safe and hitting a car into his Pop. Seriously.That said, Mamoa is flat out the best thing in this. He seems to understand the joy of camp. He's effeminate without being obnoxious and swings as a person who is sociopathic. He takes glee in his revenge plan. Though the stunts he sets up make zero sense. Supposedly he is a computer genius and a street racer. But he does have help, which is suppose to be some kind of surprise.This entire movie felt like a reveal that, if you aren't a follower of the Fast series you wouldn't know why they were important. Also, I can't remember which franchise John Cena is in. But he arrives with a bang. As does Charlize Theron, as does Jason Stratham, as does Helen Mirren (really after the bang) as does....etc...I think you see my point.The core support group Tyrese, Ludacris, some British hottie chick and Kang... they seem to be on their own adventure. Not sure why this adventure starts with Tyrese trying to be more a leader. There is a cameo of Pete Davidson that falls flat. And has no other reason to be in the movie that is already bloated as Vin Diesel is getting. Ooooo...catty of me, I know (think of this in Dante voice).Any way, Universal is clearly shoehorning their superhero franchise into this over 20 year silly concept. Is it smart? Kinda. They have nothing else. And the dead keep rising. And people betray each other (waiting for Michelle Rodriguez to turn on ""the family"").Ridiculous as all of it may be, you know going into it, you turn off all sense of science.I hate movies that aren't complete. ""Mission Impossible"" is going to do the same thing. It's painful. Just stick to television if you're going to pull that.","
            2/10
            "
"gojosatoru-90006","5 July 2023","Honestly the movie is good to kill some time. The problem for me is how introduce relatives of characters without even being mentioned once. The acting was good by the actors but the CGI in so many places was so bad it was hilarious. And just let dead characters stay dead would you. It's like they have dragon balls or some something. Next up let me guess Shaw or Hobbs will come rescue Dom using a telporting car or something. When Dom said it about legacy they should act on it pass the torch down to someone else . And let Dom actually take care of his family after saying Family for over a million times. Honestly this series should have ended with 5 or even 7 or 8 even that would be fine but now it just feels like they are dragging it out. The most senseless thing is why Dante would wait 10 freaking years before going for Dom? Was he waiting for Dom to have a child or something? I just hope they improve the story if nothing for this story.","
            6/10
            "
"JohnnyMcCaffery","21 May 2023","Before I go on ranting about how awful the story/film was I want to dicuss about the best part, which was the performance of Jason Momoa.This part is a spoiler, so be warned.I was expecting a big, strong, kickass character from Jason Momoa, but I got quite the opposite. He was a camp, ballet-dancing, insane psychopath; which is weird, but he made it look awesome.Now onto how disappointing the movie was.It felt like they got scenes from Fast 7, 8 and 9 and put them together, there was nothing new, just the same old; we're family, over-the-top CGI and action scenes.There is one thing; I will have to watch it again when it comes out on FREE streaming because I did fall asleep repetitively and missed quite a lot. Almost every time I opened my eyes I just saw the same long, boring scenes.Next time I'll watch it with a large jug of coffee to keep me awake.","
            1/10
            "
"agof","3 August 2023","It's another entry into this, now action tech-spy, franchise. Yep, it is one.Who wrote Tyrese's character this time? He is, like, the worst part of the movie.The news say that no one died in the explosion that exploded right beneath the construction workers and some tourists. They actually show how it ruined the houses in a very big radius.Ronon Dex is pretty cool here.A-a-a-a-a-and it's gone! I don't remember who are half of these ensemble cast people, and now you expect me to remember this movie two years down the line, if i even survive?Well, overall it's an alright watch. But there's no point in seeing before the rest comes out. There isn't even a show-stopper gimmick scene in this one, which usually elevates the whole experience.","
            1/10
            "
"jemannajar-26027","11 August 2023","While i have not watched the entire franschise, this one hits the jackpot for bad acting, non-connected story line, unrealistically bad action scenes. For a 2 hour movie, it definitely felt longer to a point where we started to fast forward the movie to skip many of its boring scenes.While reading through the bad critics that Jason mamoa recieved, i cant agree. He contributed to comical lines, funny gestures and a new character which we havent seen really in the franschise. Despite his contribution, he couldnt really save it.My advise, save 2 hours and do something more beneficial than wasting it on this piece of trash. The franschise should have ended with Fast and Furious Tokyo Drift.","
            3/10
            "
"Stewart_Anthony","16 July 2023","Yep.I rolled my eyes so much throughout this film that I'm considering suing over the eye strain. No really. I don't know was worse, the ludicrous stunts, the terrible over-the-top antics of Drogo, the overall revenge plot, or the fact that the film franchise insists on keeping Bryan alive despite Paul Walker's passing, while putting so much focus on family that he's just the crappiest person in the world because he has nothing to do with his family. I mean, he's babysitting... really? ? Kids that are older than Dom's and are so far removed from this that if they stood in front of the bad guy, he wouldn't know who they were. But somehow, given the massive pull that would be for the bad guy to round up Bryan & Mia & their kids, he never will... because the franchise won't let the man pass on.But to this story... why even bother? I mean, folk have been saying to let it die for several films now. So, instead of listening, you plan a trilogy of an ending based on the slapstick antics of a bad guy getting revenge. A bad guy that had to be retconned into the film. Then you pull every ounce, scrap, meager relation that you can find for Dom (but the biggest, of course) from out of every nook & cranny then threaten & threaten & threaten.... & never deliver. The only FAMILY member that dies is the one that sacks theirself to save others...
Meanwhile you've set up the next gen sequels with more kids of kids or sisters or cousin's uncle once removed on the.... who the hell knows? And how many times (58 someone said) can you beat a person to death with the idea. I mean, hell...
Stop at 5... maybe earlier.","
            9/10
            "
"mogwaimonkey","17 June 2023","When they stole the safe at the beginning they could have killed countless innocent people, seeing as they had little control over the safe's movements. Dom's team are supposed to be the good guys, but come across as the bad guys, due to their lack of care of other people.What was up with Roman having all that money attached to him. Why would he have thought to do that... what just in case ALL of their crypto accounts get hacked LOL. How did their crypto even get hacked. They must have had it stored in hot wallets on their computer LOL. Presumably they're supposed to be clever, yet they don't even store their crypto on a cold wallet. They're basically crypto noobs.","
            2/10
            "
"trinaboice","1 November 2023","IN A NUTSHELL:
Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.The high-octane summer flick distributed by Universal Pictures was directed by Louis Leterrier. Writing credits go to Justin Lin and Dan Mazeau.THINGS I LIKED:
Just like the movie itself, the cast is stuffed. The awesome cast is packed full with fan favorites: Vin Diesel, Michelle Rodriguez, Jason Statham, Tyrese Gibson, Ludacris, Charlize Theron, John Cena, Brie Larson, Scott Eastwood, Jason Momoa, and SO many more!It takes only a few minutes before the first car chase and action sequences begin. After that, it's pretty non-stop adrenaline.We get a lot of fun cameos, so no spoilers!Jason Momoa/Aquaman is hilarious and awesome as an over-the-top villain. His changing hairstyles and gold fingernail polish kept me entertained as he shined on the screen and stole every scene he was in. He looked like he was having an absolute blast making this movie.It's great to see Rita Moreno. She looks fantastic, as always.Helen Mirren! Yes! She's such a national treasure.Lots of visual and spoken humor.Almost non-stop action with entertaining and sometimes cool fight sequences.We get to travel around the world in the movie. I always love that.If you're a fan of this franchise, you'll be happy to know there WILL be a sequel.Keep watching during the final rolling credits for another scene with important information for the next Fast installment, and a fun cameo performance.The movie is delightfully self-aware, as well as completely cognizant of what the fans want. For that, audiences have awarded the film a high 86% on Rotten Tomatoes. Unfortunately, film critics are less impressed, scoring the movie a low 54%. What did YOU think?It definitely feels like a summer blockbuster with all the epic scenes and big moments you'd expect and want.Congrats to the stunt team for their excellent work.THINGS I DIDN'T LIKE:
The movie ends abruptly without resolving everything. The film felt unfinished even though it was SO long.All of the main characters get their moment in the movie; however, not all of the characters' situations are resolved. Some characters get completely dropped after their moment and we never see them again.SPOILER: What happened to the traditional Fast and Furious with the family all eating together at a BBQ? The movie ended more like the Avengers Endgame with characters scattered all over the place.There are a lot of flashbacks that might confuse new viewers about the timeline.There are a lot of characters to keep track of. Newbies won't quite understand how everyone is connected, nor appreciate their backstories.TIPS FOR PARENTS:
Profanity
Destruction
Lots of violence
People in perilous situations
Violence with weapons, as well as hand-to-hand combat
High dead-body count!","
            4/10
            "
"willz187","21 May 2023","I didnt love F9 but it had a comprehensive story possessing some plausibility. Jason Momoas character is a Heath Ledger Joker style god in this that defies logic. He's everywhere all at once, he's able to predict the future, indestructable, able to get to anybody even Cyphers goons - which in my opinion the first and most unrealistic part of the movie - and all without any money! Since it was all stolen and burned from their family in the other Fast movie this is an extension of. How did he also put a bounty on Queenie with no money? How did he know where Cypher was before attaining the Gods Eye? How is he equally a tech genuis and enforcer? And how did his mole get to be the head of Nobodys super agency? Its all so insulting. On the good side there are some welcome faces that returned and one and only one sort of good action scene. The rest of it was ludicrous, like snatching a kid from a moving car and pulling him into your speeding car. And getting a car to jump a barrier just by accelerating. And who cares about the fighting between Roman and Ludicris? These characters should be axed.","
            1/10
            "
"h23154","31 May 2023","The action sequences are over the top absurd which gives the movie a cartoonish effect. There is too much CGI that I suppose was required if you're going to blow up a damn and detonate a nuclear device in Rome. The acting is wooden which is to be expected from Diesel, but not from Theron and others. Jason Momoa chews enough scenery to rupture a colon, vomits it back up and eats it again. Same for John Cena, although that's kind of his MO. The best character is Statham's who is on screen for maybe 5 minutes. And The Rock - who gets about 15 seconds. That ought to tell you something. Now I feel sucked in to watch the two.","
            1/10
            "
"jksimpson54","23 May 2023","I had never seen a Fast and Furious movie before this one - and I sure won't be seeing another one. I don't know what was worse: the acting, the directing or the script. Anybody associated with the making of this movie should be embarrassed. It was all car chases, explosions and fight scenes. And - no - that doesn't make it a good movie, or even an interesting one. The best part of the movie was the hot dog. And the guy sitting next to me who was texting throughout the movie - couldn't even get mad at him. I understood. I was wishing I had brought a book with me. It's well past the time to pull the plug on this movie franchise.","
            10/10
            "
"trantf","27 May 2023","I truly think the Fast and Furious franchise has taken a turn for the worse and honestly should have ended ever sooner. When ever i look back/rewatch the original movie, i can't help but notice that the story line was better and it wasn't packed with an excessive amount of outrageous CGI and stunts. The older movies were a better balance between the action/ story and I wish Universal take these movies back to the basics, making Fast and Furious films like they used to. Like I said, the newer ones have just been way too over the top and I feel le it's only going to get worse with the next two coming.","
            1/10
            "
"isaiahwilson15","19 May 2023","Star Wars Episode V, The Matrix, Avengers Infinity Way, Spiderman Into The Spider Verse. These are just some of movies within the world of fictional fandom that serve as tentpoles for millions and further more inspired me personally. Fast X has Nitro Boosted its way into the pantheon as it takes its place as not just the best Fast & Furious movie, but serves as a pendulum swing for the world of cinema.It starts, ends, and ultimately prospers because of FAMILY. Fast X specifically pulls the family apart yet closer together than ever before. This widely diverse group led by a half-white, half-black, yet full ""Latino"" superstar in Vin Diesel feature his Latino brother played by John Cena, his half black son Brian, and a plethora of other A-list actors & actresses (special shoutout to Missandei)!! The film somehow manages to perfectly juggle 4, even 5 plot points at a time with all 18 characters getting their proper arcs within the 2hr 20min runtime.While the franchise may have been built on family, it is defined by its cars. As Vin stated in the press lead up, this one really returns the franchise to its grounded, practical roots. Mechanics, aerodynamics, and physics are carefully kept in mind throughout the films and as an engineer, I can confirm the feasibility of every stunt. Not to mention every main character now displays expert capabilities in martial arts combat against full grown individuals in proper ballistics gear. There is a brief moment that requires a minimal suspension of belief involving an 8-year-old being able to perform donuts in a Dodge Challenger, but aside from that one moment, those who crave a return to form for visceral, practical action will not be disappointed.And just when you think the elements of family and cars are there to make for a perfect Fast & Furious movie, in typical F&F fashion they once again take it to a 12 with Jason Momoa as the primary antagonist. From the opening scene, the manic, psychopathic, yet charismatic energy can be felt every moment he is on screen. While Dante Reyes brings such a terrifying presence that actually feels like he could be the one to take this family down, Momoa takes a page from the Thanos in making an antagonist that still seems so relatable and even right at times. To then tie it all together, not since Infinity War has a movie left on such a cliffhanger that has not only made me want 2 more movies to follow, but truly makes me wish this series carries on for the next 100 years if not more. People may deny, say this review is a lie, but to quote my brother Dominic Toretto ""Ride or Die""!!!","
            5/10
            "
"dereckemt","29 June 2023","Can we just get a movie at Race Wars? What happened to the cars and racing.I get it was never about the racing but its what they loved to do initially.Is it too much to ask?Stop with the cgi stunts and all this nonsense. Bring back tokyo drift and fast 1 vibes.The cast is good enough to make an entertaining movie. But i just dont understand where these directors heads are at.Make a good action movie but call it something else for f sake.Peoples intellect are questioned when watching this stupidity they have going on now.Just give franchise fans a racing movie with some action? Simple!!!!!","
            3/10
            "
"samqsells","15 June 2023","About average for The Fast an Furious series. However, it was difficult to believe a White and Hispanic couple, Dominic and Letty had a African-American child. How did this happen? Did Letty have an affair with the milkman when Dominic was away. I wonder how many Hispanic and White child actors got passes over so Hollywood could fill their new diversity rules. Sadly, this will not get people back out to the movies. About average for The Fast an Furious series. However, it was difficult to believe a White and Hispanic couple, Dominic and Letty had a African-American child. How did this happen? Did Letty have an affair with the milkman when Dominic was away. I wonder how many Hispanic and White child actors got passes over so Hollywood could fill their new diversity rules. Sadly, this will not get people back out to the movies. About average for The Fast an Furious series. However, it was difficult to believe a White and Hispanic couple, Dominic and Letty had a African-American child. How did this happen? Did Letty have an affair with the milkman when Dominic was away. I wonder how many Hispanic and White child actors got passes over so Hollywood could fill their new diversity rules. Sadly, this will not get people back out to the movies. About average for The Fast an Furious series. However, it was difficult to believe a White and Hispanic couple, Dominic and Letty had a African-American child. How did this happen? Did Letty have an affair with the milkman when Dominic was away. I wonder how many Hispanic and White child actors got passes over so Hollywood could fill their new diversity rules. Sadly, this will not get people back out to the movies.","
            2/10
            "
"shishir-khan115","9 June 2023","The franchise is based on family... but every new movie is too much about family..
We becoming irritating about their family..The best thing is every charcater in this franchise is superhero.. they doesnt die.. they always come back in next film..So dont show any emotion if someone dies in the film.. it will be reveled in the next film how he escaped death..And torretto in last moment in every movie..
You always know.... what he will do.. he always will be in his car.. doing his stunt..Its like you can already write the 11th installment by your own.. its so predictable now..We wish it were like the first 4 movies.. why it became popular....","
            3/10
            "
"uthman252","6 August 2023","Saving the world by some reckless people who break the law. One of them is a technology expert, the other is a camouflage expert, another is good at mixing with others, and a person who exaggerates the importance of his relationships. It has become a stupid fashion in western movies. Bringing the dead characters in the first parts of the film series back to life has also become a habit for Western cinema. I don't know if the writer is unable to create a new character, or is he forced by the producer to bring this character back. The stories of this series of films do not fit into reality or even fantasy. I don't think it's even suitable for car enthusiasts.The same story is repeated in every part.As for the main actor, Vin Diesel, unfortunately, he is no longer good at acting. He began to play the same character during the last period of his career in all his other films.","
            4/10
            "
"sstidham-4","21 June 2023","There's no stories left, yet they're still making these.Expect Momoa to play himself again and again and isn't really acting, but that is not why you watch him in anything. His borderline homophobic scenes are to be laughable?Groot shows more emotion in his recent outing than Vin Diesel throughout this entire film (franchise).Somehow all the previous bad guys are good and even if they die we can expect them to return on the opposite side next film or so.There's suspending disbelief then there's the Fast films.This whole thing feels like an advertisement for a drone company. Cheesy shot after cheesy shot.","
            4/10
            "
"mmysttp","22 May 2023","I am a huge fan of the first couple of fast & furious movies, I have watched them multiple times and really loved many things about them. But even I hated this movie while going in with low expectations. 1) the plot is almost non-existent 2) the action is so unrealistic that it's pretty much a sci-fi movie.. the only good thing about this movie is briefly seeing the old cast and even that wears off. The Rio race vibe was good but lasted very short, it's not worth watching the movie for. Honestly absolutely freaking horrible, started looking at my watch and just wanted to get out that cinema. My rating of 4 feels generous.","
            8/10
            "
"toofancorp","27 August 2023","Major hits In the directing and editing department. Far too hyperkinetic and not in a good way. The camera NEVER lingers on anything, soooo many cuts all the time and it's awful. Pedal smash, wheels spinning, bomb rolling, Dons face, someone else's face, drone shot,...in like 5 seconds...and it goes on like this indefinitely for all the action sequences and even the talking scenes...the editing is fast and furious and it makes the movie terrible. It's borderline unwatchable which is sad because the action scenes are actually not completely ill conceived.The story is just as stupid as any Fast movie, but I don't think that's a shocker. The characters play their parts just fine for what it is.","
            6/10
            "
"creedreaper","20 May 2023","If you can trash Fast 7, 8 and 9 and just go from Fast 6 straight to Fast 10 would make this a heck of a series. I think Justin Lin exiting as the director was just what this franchise needed. This new director Louis Leterrier gave all types of Fast audience what the love. It had a good storytelling, a good balance of action vs comedy vs emotions, and aloooot less of the ridiculousness like a Pontiac in space crap. It still had over the top scenes but well balanced. And for THE LOVE OF GOD THANK YOU FOR FINALLY ADDING A STREET RACING SCENE. That's true essence of Fast movies, I wish it was bit longer. It was great seeing more new cars instead of typical Dodge charger edition. I wish more JDM and German were added, but hopefully in the next one.Jason Momoa - I was totally surprised by his character which I was completely not expecting but was really surprised by Momoa's charisma of showing his colorful feminine psychotic side instead of the normal Alpha that we all know him as. I was super invested in his character throughout because it was different, unique, and unpredictable which kept me on edge.Some characters from Fast 7, 8, and 9 are washouts and just needs to be sweep. I am really hoping to see this franchise end on a high note and with more of Momoa changing the course of this Dom's Family.Thank you for finally listening to the OG fans. Looking forward to the next!","
            1/10
            "
"SnoopyStyle","11 June 2023","This starts with the memorable vault heist chase through the streets of Rio. Dante (Jason Momoa) is the unseen son of Hernan Reyes. After his father's death, he vows revenge on Dominic Toretto (Vin Diesel) and his FAMILY.I see what Jason Momoa is doing. He's trying to create this franchise's version of The Joker and I like it. He has a solid origin story which ties directly back into the franchise's most outrageous chases in a franchise full of outrageous chases. He is the best part of this movie. On the other side, the worst part of this movie is the writing of the Rome part.I'm not sure if I should be demanding good writing from this franchise, but Rome is the inciting incident for this two movie run. It needs to be tightly written. I don't get why Dom and his cohorts are automatically outed as the villains almost immediately. There is a bomb rolling down the road and the cops are all shooting at Dom like that's going to stop it. There are all kinds of questions being ignored by the authorities and the media. The premise is problematic at best even with the eventual reveal about the new character. He doesn't control the Roman cops in that chase. I can see what Dan Mazeau and Justin Lin are trying to do. It's falling a little flat although this one has to do some heavy-lifting storywise. That's not this franchise's strong suit. I'm not even going to touch the resurrection. This franchise doesn't care and the audience should know better than to question it.","
            4/10
            "
"tdevans-41171","12 June 2023","I don't even have words for how bad this film is, I don't know where to start. It's taken insane and entered cosmic levels of stupidity.The random game of Rocket League in Italy somehow got topped?!. It's like a hot wheels, rocket league, avengers mash up.Vin Petrol has turned Avenger or sith lord. It's nice that while protecting his son. He kills countless of people just going about their daily commute as he destroys highways, towns, cities and a dam of in fiery explosions in the name of family. Think he'll give superman a decent run for his money given how indestructible he is.Should have stopped 5 films ago.","
            1/10
            "
"Shoaib007Rehman","10 June 2023","Hold on tight, because we're about to take a thrilling ride through the cinematic masterpiece known as ""Fast X""! Now, I must say, this film is truly a work of art... if your definition of art involves cringing, eye-rolling, and an intense desire to hit the fast-forward button.First things first, let's talk about the plot. Oh wait, there isn't one! It's like the writers played a game of Mad Libs and just filled in random car-related words to create a story. Who needs a cohesive narrative when you can have endless scenes of cars zooming aimlessly, right? I'm still trying to figure out if there was a script or if they just handed out car keys and told the actors to improvise.Now, let's discuss the characters. These masterpieces of depth and complexity are truly unforgettable. Well, maybe not in a good way. They possess the emotional range of a rock and the depth of a kiddie pool. You'll find yourself rooting for the cars more than the cardboard cutout characters attempting to deliver lines with all the charisma of a damp towel.And let's not forget the dialogue, which can only be described as a breathtaking symphony of clichés and one-liners that make you question the existence of intelligent life on Earth. It's like the writers collected every cheesy catchphrase from the last decade and crammed them into the script. If you're in dire need of cringe-inducing quotes to use as punchlines at parties, this film has got you covered.But the real star of the show, of course, is the mind-numbingly excessive action. It's like they took the laws of physics, threw them out the window, and laughed maniacally as cars flew through the air like superhero acrobats. The stunts are so outlandish and ridiculous that you'll find yourself questioning the very fabric of reality. I mean, who needs logic when you can have cars defying gravity and defying all reason?","
            6/10
            "
