"tlmrUsernames","tlmrReviewer_Date","tlmrReviewer_Content","tlmrRating"
"gabeskywalker","15 September 2022","The fact that I can quote this movie word for word shows you how good the movie is. Not only because the lines and references are so great, but because of the lesson and time it conveys to those of us who grew up with legos. It truly is a heart-felt story for the ages. The comedic value also makes this movie the best kids movie; plus all of the characters are extremely relatable. I have introduced so many people to this movie alone. Lots of wacky characters like Unikitty, Benny, and Metal-beard. Even Batman joins the action. And Everything Is Awesome is one of the best movie songs written. Easily one of the best movies I've ever seen.","
            8/10
            "
"Abdulxoxo","4 November 2020","This film is charming and a fun experience. Every character is personified and likable. The design of the characters, the narrative, and the universe are well-designed and cohesive. From the unbelievable animation, all-star cast, hilarious jokes, and incredibly emotional story, this is a great film that can be watched over and over again without getting bored.","
            8/10
            "
"Johnny-the-Film-Sentinel-2187","4 November 2016","The LEGO Movie, on the surface, seems like a product placement for one of the world's biggest toy-brands; the truth about the movie is that it capitalizes on its heritage and satires the basic premise of capitalism through its character Emit. And The LEGO Movie has a loose but flexible plot that never gets too self-restrained: only when the script says so.This film is a charming, colourful and memorable treat in animated cinema, and the computer-animation is used to emulate stop-motion and I liked how the animation didn't TRY to look like it was done on computers. While it is noticeable that it is CGI, it is done so with memorable style that hardly gets in the way of enjoying what you're watching.The LEGO Movie is an advert for promoting not only toys, but imagination and thinking outside the 'instructions'.Also, Batman is in this movie. So there's that.","
            7/10
            "
"justin-fencsak","10 February 2019","When this movie came out five years ago, it shocked Hollywood with a record breaking opening weekend, which has been surpassed by other movies. Everyone loved it and thought it was awesome, and it spawned numerous theatrical spinoffs and a sequel, which is underperforming at the box office as the kids who grew up watching the movie are now in their teenage years enjoying black panthers and deadpool and netflix and chill.","
            9/10
            "
"invisibleunicornninja","31 March 2018","Before I watched this movie, I was prepared to say that it was terrible. Its not. The animation, voice acting, comedy, action, drama, plot, and every element I can think of is done extremely well. The only reasons I'm not giving the movie a 10/10 is because there are some bits that veer away from silly and off into stupid and because its made to sell toys. I would highly recommend this movie. It is extremely funny and entertaining.","
            10/10
            "
"Matt_Layden","25 February 2014","Emmet is a nobody. He is so normal and boring that even people he thinks are his friends don't remember him. He lives his life by the instructions, but one day he goes off the beaten path and finds himself deemed ""the special one"" by a rebel group hellbent on bringing an end to evil dominance in the land.I had heard of good things from the film, I just didn't expect to cry from laughter. The Lego Movie is my kind of humour, fast paced, sometimes stupid, completely random and chaotic. The Lego Movie is all this wrapped in a beautifully created lego world that will have you smiling at all the little pieces that make up the brilliance of the animation. A must see film that is consistently funny and entertaining from start to finish. Bring the whole family. The story involves in the old tale of an ordinary guy mistaken for some kind of hero, then he learns to trust in himself and finds the courage to become the hero the people thought he originally was. Nothing really new in terms of storytelling, but the presentation, the uniqueness of the art and the witty humour make for one tremendous ride from start to finish. The film feels like it never stops from the get go. Constantly on hyper speed, the pace never drags and the kids will never be bored. Filled to the brim with voice acting, Chris Pratt leads the film with Elizabeth Banks playing the romantic interest. Supporting roles include Will Arnett, Morgan Freeman, Charlie Day, Allison Brie, Nick Offerman, Will Ferrell, Liam Neeson and dozens of others in smaller cameo roles all fit the bill nicely. The imaginative landscape is truly inspiring here. Thrust into different lego worlds we'll be in the Wild West at one point, then stuck on a Pirate Ship the next. Despite the film being entirely CGI, you'll swear to yourself that half the film must have been done with actual legos. The attention to detail is awe inspiring. The Lego Movie is indeed hilarious and a must see. It's early in the new year, but I expect this to be the best animated film this year. Can't wait for the sequel.","
            10/10
            "
"The_Film_Cricket","8 February 2014","""The LEGO Movie"" is a happy and exhilarating ball of fun. It's a bright, colorful, quick-witted adventure that stretches the animated form as far as it can possibly go, spinning its characters into other dimensions and other realms. In short, it does exactly what animation is supposed to do. It plays around in a magical world but doesn't simply ground itself in one simple-minded idea. This is one of those rare homeruns that comes along every once in a great while. It follows ground-breakers like ""Snow White and the Seven Dwarfs"", ""Who Framed Roger Rabbit"" and ""Toy Story"", in that the animators open the visual canvas to create something really special and distinct.The story takes place in a world completely constructed out of LEGO, beginning with a breathtaking opening shot that swoops through downtown Brickburg as the happy citizens sing the uber-infectious techno-pop ditty ""Everything is Awesome"" (a song that will be jammed in your head for the next six months). We are in the familiar world of the colorful interlock blocks so large that we get cameos by William Shakespeare, Gandalf, Superman, Han Solo, Chewbacca, Abraham Lincoln, Green Lantern, Wonder Woman, C-3PO and Shaquille O'Neal. We visit a pirate world, a cowboy world, a subterranean world and many more. You know the animators have hit on a burst of genius when they employ Liam Neeson to play a character named Good Cop/Bad Cop.Our focus zeros in on a nobody, a generic construction worker named Emmett Brickowski (voiced by Chris Pratt) whose world-view is that life is a party, even at work. He's happy because every single day he gets to build something new, taking things apart and making them into something else – everything in this world is made of LEGO, so everything can be changed in an instant.One person who is not happy with the constant changes is President Business (voiced by Will Ferrell), a cold-hearted corporate ruler who wants the world to stay the way it is. He has a secret plan to nail down the blocks permanently. That's where Emmett comes in. Mistaken for ""the chosen one"", he is recruited by a counsel called The Master Builders to thwart Business' plan by building objects that will prevent his evil deeds. The problem: Emmett has no imagination; he can't build without an instruction book. The best he's come up with so far is a bunk bed couch.So, surrounded by newfound friends like the wizard Vitruvius (voiced by Morgan Freeman), a hell-cat named Wyldstyle (voiced by Elizabeth Banks) and Batman (voiced by Will Arnett) he learns to use his imagination. That's part of the spirit of this movie. It encourages free-form imagination rather than simply sticking to the prescribed instructions, which was always the spirit of the LEGO toy. Once you've build the intended toy, you break it apart and make something else. The LEGO world presented here is in that spirit. Every building, every character, and every backdrop is made out of LEGO and it is constantly changing.The script does the same. The writers have really worked on this screenplay, allowing it not simply to follow a pre-formed pattern but to move into other realms of imagination while satirizing our real-world dependence on designer coffee, computer gadgets, mechanized music and dimwitted sitcoms (Emmett really loves a one-joke show called ""Where are My Pants?"") Emmett's world is bland and homogenized and the point of the story is how he opens his mind to except an out-of-the-box form of thinking.""The LEGO movie"" is a breath of fresh air. In the past two years, animators have been satisfied to tread the safe waters of market-tested brand names and sequels. Animated films have stopped surprising us because they end up packaged as the same tired interchangeable plots that stay so grounded that they might as well have been live action. No one gets really inventive anymore. Unlike previous attempts to cash in on classic toys, like ""Battleship"", ""G.I. Joe"" and the abysmal ""Transformers"" movies, directors Phil Lord and Christopher Miller don't simply pay lip service to the LEGO toy, they have engineered a universe which is constantly evolving as the bricks are broken down and rebuilt into something else. They create a beautiful, colorful world of imagination and reformation that is a tribute to the endangered spirit of make-believe.**** (of four)","
            10/10
            "
"Simply-Red","4 October 2016","Content is over the head of children of age to be playing with Legos.Yes, some of the humor is funny reference for adults and the graphics are excellent...but that's about it.The story line/plot could be any of 90% of movies, animated or not. I have no idea how people review this as top notch with a straight face.It's an ad they got you to pay for or, at least spend over an hour and a half to watch.I have to write at least 10 lines of text for some bizarre reason here on IMDb. Some reviews simply don't need that much.Seriously","
            7/10
            "
"julian-mumford","11 April 2014","If you search on YouTube for Death Star, Eddie Izzard and Lego, as you do. You will find a Izzard voiced skit that some smart Alec has painstakingly animated frame by frame using Lego toys. The words are funny already but combined with the visuals, this is a match made in heaven.If someone can pull this off in their bedroom, imagine what you could do with full brand licensing in your pocket, A-List acting talent, millions of studio dollars and ability to rummage in the back catalogue of popular super hero and sci-fi pop culture.Of course placing all these elements together could still foreshadow a disaster. No matter you have Morgan Freeman voicing a Gandalf style self aware wizard and a post Christopher Nolan styled Lego Batman, this is still animated Lego with a lick of CGI wizardry.Fox studios need not have worried, the film has been a massive hit not only for the younger audience but the film has that most elusive element, crossover appeal, guaranteed to generate big box office returns.Following a prelude with ""Vitruvius"" (Morgan Freeman - Voice), attempting to protect a super weapon ""Kragle"" from Lord Business (Will Ferrell - Voice), we are introduced to Emmett Joe Brickowski (Will Arnett - Voice). Emmett is an ordinary construction worker with no special skills, he gets on OK with his crew but remains largely anonymous.Following the completion of a ""most catchy tune ever"" montage, our nascent hero spots his dream girl ""Wildstyle""(Elizabeth Banks - Voice), apparently even Lego figure have desires to attend to. Literally falling for the girl, Emmett finds ""the piece of resistance"" leading to his anointment as a ""Master Builder"" and brings him to the attention of ""Good/Bad Cop"" (Liam Neeson - Voice) the trusty lieutenant of ""Lord Business"".Can Emmett save the world, is the plot an excuse to have huge amounts of self aware fun with many action set pieces and great throwaway jokes, certainly we answer affirmative to the latter.Clealy the film makers have been given carte blanche to utilise many sacred brand names, Batman, Wonder-woman, Star Wars, Green Lantern to name just a few and they make the most of the opportunity.As Batman states in in his post ironic Christian Bale style drawl ""I only build in Black and sometimes, very, very dark grey"" This works on many levels, the kids will love the action, the bright colours and the ability to re-enact the movie post credit scrawl, once parents have been bankrupted buying all the toys.To be fair, it would have been easy for the filmmakers just to make a movie length Lego promo with blatant product tie-ins but the film has been constructed with care, love, a lot of thought and attention to detail. The end is certainly not where you expect to find yourself when the film starts and again is a risk that pays huge dividends, revealing the film has a beating sentimental heart.Difficult to criticise as there is not much to dislike, the whole energy of the film is quite infectious occasionally the spell is broken and you realise you are watching animated Lego, but as someone once said, everything looks better in Lego Hugely enjoyable caper movie made entirely of Lego with clever use of words, cameos and situations, both breaking out of the confines of the genre yet satisfying those who just want a fun film for the kids to watch.Summary A no brainer must see and with a sequel already in the works, one could say without doubt that ""everything is awesome""","
            5/10
            "
"brando647","27 September 2014","When THE LEGO MOVIE first busts out the mind-melting tune of ""Everything is Awesome"" in the beginning, it's not just a means of displaying how brainwashed the Lego culture is in the movie, it's a warning of what's to come over the next 100 minutes. Because THE LEGO MOVIE is, in fact, awesome. Knowing my daughter would inevitably drag me to this movie, I was dreading its release. A kids' movie; strike one. Based on a toy property with no inherent plot; strike two. Released in the month of February, the notorious dumping ground for subpar films that would bomb any other time of year; strike three. Then the reviews started trickling out and, to my surprise, they were positive. Not just positive, but a certified fresh 95% on Rotten Tomatoes. A moviebased on basic colorful building brickswas getting better reviews than many, many others. The premise is simple (which one would expect with a movie revolving around, you know, Legos). Emmet Brickowski (Chris Pratt) is your average, run-of-the-mill construction worker in Bricksburg, living his life according to the proper instructions and enjoying all government-approved forms of entertainment. One night, he stumbles across the legendary ""piece of resistance""a magical artifact prophesized to identify the ""Special"" chosen one and the only thing capable of saving the world. Now a fugitive from the law, he's drawn into a world of Master-Builders with Wyldstyle (Elizabeth Banks) and Vitruvius (Morgan Freeman) where he will lead a team against the evil Lord Business (Will Ferrell) before he can end the world with his secret weapon: the Kra'gle.My first clue that THE LEGO MOVIE was going to be more than a corporate cash grab aimed at vulnerable children and their weak-willed minds was that it was directed by Phil Lord and Christopher Miller. These men brought us the funniest movie of 2012 with 21 JUMP STREET and have shown they can handle themselves in comedy with a wicked sense of humor. This is one of those movies that's got plenty of goofball humor to get the kids laughing with some more subtle stuff that adults (especially those who were raised with the toys) will find fun in. Still, even the kids stuff is amusing enough that most adults (with the exception of the coldest hearts) will laugh along. There's some smart stuff here but it never sacrifices the chance for some slapstick. And the best part is the obvious love and respect for the toy itself present in every scene. Lord and Miller either major Lego fans or they're real good at faking it. This isn't a movie bent on selling toys but it'll sure make you itch for a set once it's over. It wasn't long after this came out that my daughter and I made our first visit to Legoland and I bought a few sets (as much for me as it was for her). THE LEGO MOVIE isn't here to sell a product, it's here to remind you why you loved it in the first place. And it all culminates in what is probably the only chink in the movie's armor, the climactic sequence where Emmet comes face-to-face with the ""Man Upstairs"". The message is a little heavy-handed but it's not overkill and it gets the point across.Everyone's going to walk away with a favorite character from this one. Will Arnett is a treat as Batman. He's one of the central characters as Wyldstyle's angst-ridden, arrogant boyfriend and a part of Emmet's Master-Builder team. He's essentially an 80's high school movie jock and one-third of the movie's love triangle. Liam Neeson's one of the best with his Bad Cop/Good Cop, Lord Business's main enforcer with a split personality and a penchant for roughing up chairs when he gets agitated. His action film persona where he grumbles threats and opens generous cans of whooperm, buttonly make his high-pitched, super-friend cop that much funnier. Personally, I loved Benny the ""1980's-something spaceman"". He's voiced by Charlie Day and he's just as spastic as you'd expect, and all the poor guy wants is to build a spaceship. There are Lego cameos everywhere in THE LEGO MOVIE, bringing together characters from countless properties (both original Lego and licensed). Some of the funniest bits in the movie stem from random cameos and there's one about halfway into the movie that I refuse to spoil here but, just know, it's pretty cool. And the voice cast is almost as extensive. You could miss entire chunks of the movie just trying to pinpoint the voice actors, many of which only make the briefest of appearances. One I would've missed was Nick Offerman as Metal Beard; I never would've figured that one out until I paid closer attention to the end credits.With so many easter eggs and blink-and-you-miss-them gags, I've found that THE LEGO MOVIE has some staying power. Every time I watch it, I'm finding something fun I'd missed before. As one of the few family movies that isn't downright painful for parents, this is an easy recommendation from me. With so much a movie like this had working against it from the start, THE LEGO MOVIE is definitely what I'd consider the surprise hit of 2014.","
            9/10
            "
"gamergcfan","8 February 2017","The movie was very enjoyable, well-acted, well-written, and visually beautiful. Unfortunately, I can't give this a 10 because the first 20 minutes or so drag a bit.However, the not-so-good beginning part lasts for only about 20-30 minutes or so, and it gets better later on. The second half really picks up, with lots of emotional resonance and excitement.Also, I wasn't a fan of Lego toys to begin with in the first place. I never really got into them when I played them as a 5-year-old. Nevertheless, I still managed to enjoy this movie for what it was.+ Fun+ Well-voiced+ Visually beautiful+ Good scriptDrags in the beginningScore: 9.","
            8/10
            "
"hazysistersunshine33","7 May 2014","I just saw this movie for the second time and it was still hilarious. I still laughed at all the jokes. Actually, there are so many jokes, you are laughing so much, you miss half of them. So I was able to hear a lot of jokes I did hear before. It's also one of the most colorful just neat looking movies I've ever seen. Amazing animation and everything is Lego and I mean everything from the ocean to smoke. I can imagine warehouses of Legos needed to make this movie. It just had incredibly witty clever script and I like the message is delivered. Know when to use your imagination and when to follow the rules and finding a common ground between the two. The old plane Legos vs. the new Legos with instructions. Emit is a construction worker who just wants to be accepted. He accidentally becomes ""The Special"" and is tasked to save the word. Timeless reluctant under-dog hero story like The Matrix and almost every super hero movie. See this movie and later buy the Blue Ray because I bet there will be some neat extras and I can't wait to see them.","
            8/10
            "
"shawneofthedead","8 February 2014","These days, too many movies are made with one eye on their merchandising potential. Tie-ins and merch - toys/books/Happy McMeals - are planned with as much gravity and focus as, well, the actual plot of a film. That's why The LEGO Movie should invite the greatest scepticism: it's a movie literally built out of LEGO, every kid's favourite infinitely- connectable toy bricks. It's a franchise masquerading as a film, and should be derided as such... right? Well, not quite. As it turns out, The LEGO Movie has fast become one of the best-reviewed films of the year - and for very good reason. Smart, inventive and truly hilarious, it's proof that a purely commercial enterprise can still earn genuine, heartfelt delight from audiences.Emmet (voiced by Chris Pratt) is a perfectly ordinary LEGO figure - the kind of dude who tries really hard to fit in (ha!) and follows the instruction manual to the letter. He has no idea, of course, that the tyrannical Lord Business (Will Ferrell) has cooked up a nefarious scheme to bring permanent order to the LEGO universe, and that Master Builders across the galaxies are banding together in wait for the foretold Special: the Master Builder who will save them all. When Emmet accidentally bumps into spunky Wyldstyle (Elizabeth Banks), he picks up the mythical Piece Of Resistance: the fabled relic that will stop Lord Business in his tracks.Cue hijinks galore as Emmet is mistaken for the Special and swiftly swept up in an underground movement spearheaded by Vitruvius (Morgan Freeman), a wise, elderly Master Builder with a (stereo)typically sonorous voice. Emmet must find a way to save the world - something he's not sure he's qualified to do, especially when he's in the company of such diverse superheroes as Batman (Will Arnett), Superman (Channing Tatum), Abraham Lincoln (Will Forte), Wonder Woman (Cobie Smulders) and... uh, sparkling, rainbow-bright Unikitty (Alison Brie).The chipper, joyful tone adopted by The LEGO Movie is what makes it such an utter delight to watch. Not only does the film trundle through one huge, action-packed set-piece after another (all gloriously executed in a combination of CGI and stop-motion animation), it's also shot through with a streak of cheerful, anarchic humour. Jokes fly thick and fast across the screen, packed so tightly together that if any one fails, there are about five more turning up in quick succession. It's hard to begrudge the film anything when its version of Batman is moody, broody, and willing to deal only in sombre-coloured bricks. This cheeky blend of irreverence and humour means that adults will find themselves every bit as entertained as the kids in the audience.It's even more remarkable when the plot unfolds to display in full its surprisingly meta-rich complexity. Turns out that the toy franchise's many LEGO lines - each with its own story and characters - gets to play a part as Emmet and Wyldstyle go hunting for an answer to the world's dilemma. Even more impressively, the world of LEGO is effectively deconstructed in the film's third act and placed firmly in the hands of anyone who's ever tried to make something out of these little toy bricks - from carefree kids to obsessed adults. It plays on precisely what makes the brand so appealing: the seemingly endless potential wrapped up in these LEGO worlds, limited only by one's imagination.The character work in the film is sublime, augmented by a wonderful cast of voice actors. Emmet - an everyman brimming with cheer and promise - suits Pratt to a T, and Banks struts her stuff as the independent, kickass Wyldstyle. Arnett is a highlight, his trademark deep voice played up to hilarious effect in Batman mode. The cast even includes sly winks to movie franchises (reuniting 21 Jump Street's Tatum with his co-star Jonah Hill, who voices Superman's super-fan, Green Lantern) and the clever-old-codger trope (Freeman is clearly having a blast as the slightly bonkers Vitruvius), while providing Liam Neeson with more acting range than he's had in a while as Lord Business' henchman, a cop with a personality split between good and bad.Not every element of The LEGO Movie works perfectly - in the tumult of surreal comedy and surprisingly emotional plot, not all the bits fit together quite as perfectly as they should. It's a mite predictable, for instance, that Emmet and Wyldstyle inevitably fall in love despite her ongoing relationship with the self-absorbed Batman. But it's impossible to get too upset about it when the final result is packed with so much silly, cheerful fun. In the words of the film's upbeat theme tune, ""Everything is AWESOME!"" And so it is - for the most part.","
            9/10
            "
"quincytheodore","19 February 2015","There hasn't been any movie, even in animation, which has the visual of The Lego Movie. Having one of a kind trait that everyone can relate to is a significant edge. It assembles the visual of CGI for stop motion feel, vigorous cast and truly entertaining script filled with pop culture references. The movie is as exciting as getting your first set of Lego.Emmet (Chris Pratt) is a Lego construction man, the run-of-the-mill ordinary one. He stumbles across a mysterious piece after his work day is over. What comes is the heroic journey where he gathers friend to overthrown the nasty antagonist. This simple premise is used with very satirical tone, and also unexpectedly deep narrative. The movie doesn't dwell too seriously on already known formula, it administers them with unusually fresh variety. It delivers an underlying message that resonates not only to children, but also all ages.Cast is simply wonderful. Everyone has their own distinguish over-the-top flair. The characters are representation of pop culture, from Batman, Morgan Freeman's prophetic Vitruvius to Liam Neeson's no nonsense Bad Cop. Glued by an amazingly witty script and lightning fast pace, the movie tirelessly delivers spot-on jokes, crazy one-liner in addition to surprisingly tender moments. The humor is sharp as well as cynical, they churn out humorous banter in nearly every conversations.Graphic is nicely done, nowadays film animations have their own different lively styles. However, The Lego Movie utilizes familiarity of its brand to the audience. It's compelling to see the minute details they put in, creative design such as the spaceship parts or the waves of ocean that imaginatively engaging, even if some looks simplistic. These features also contribute naturally on its many inside jokes.The Lego Movie embodies the spirit of the toy, it's fun, ageless and offers delightful experience.","
            7/10
            "
"deexsocalygal","1 July 2020","I tried to watch this movie for two days but I kept falling asleep. I almost made it to the end but not quite. The characters were okay but the story was boring & failed to hold my attention.","
            9/10
            "
"JohnWelles","4 April 2014","""The Lego Movie"", directed by Phil Lord and Christopher Miller, is a 3D animated film that exists in a world created out of Lego. This Danish company, 65 years old, is an iconic favourite and perennial feature of the children's toy market. This might be a reason for cynicism, fears of a 100 minute advertisement perhaps well founded. However, instead, it is a clever, sly subversive comedy that keeps the innate charm of the toy, while having fun at mocking business and a consumerist society of uniformity. The animation style is slightly clunky, replicating with striking fidelity the limited articulation of the original figures and the almost stop-motion quality aesthetic of the world created. The computer generated imagery is extraordinary in mirroring the plastic blocks' texture and helping make the Lego city a wonder of imagined production design.This would all be without point though, if it were not for a very witty and humorous script, written by the directors, Phil Lord and Christopher Miller. They gleefully send-up the corporate world and the Lego brand's film tie-in ranges such as Star Wars and D.C. superheroes. They're ably abetted by a talented vocal cast, featuring Chris Pratt, Will Ferrel, Morgan Freeman, Liam Neeson and a whole host of guest voices, from Jonah Hill to Billy Dee Williams. The jokes range from popular culture to very specific references to past Lego ranges, slapstick to in-jokes, satire to one-liners, in a melange designed to appeal to all ages. Lord and Miller know well that the finest children's movies are ones that attract adults as well, and here they achieve their goal with aplomb.Still, the film never quite avoids a sentimental, good-intentioned moral which so many films of this genre are saddled with. Its plot twist, influenced by ""The Matrix"" (1999), whilst initially surprising and amusing does eventually lose some of its ingenuity. Some of the action scenes go on far too long, excessive demonstrations of versatility that are never as fun as just the pure moments of comedy. The script eventually has to resolve the conflicts it sets up, leading to a slightly weaker second half overall.Yet this is never enough to sour ""The Lego Movie"", which, on the contrary, is mainly a delight, always funny and far cleverer than any movie based on a children's toy has any right to be.","
            6/10
            "
"brchthethird","14 November 2014","THE LEGO MOVIE is a very entertaining, funny and, in the end, rather poignant film that will appeal to kids and adults. The story is about a nondescript, fit-in-with-the-crowd nobody named Emmett who accidentally happens upon a mythical ""Piece of Resistance."" Aided by the Master Builders, he tries to stop the universe from being ruined by Lord/President Business. Having only just watched this now, as it makes its way onto home video, I didn't watch it in theaters although I was aware of the hype and positive reactions to it, both from critics and audiences. However, I must say that I wasn't too impressed with it. The story is rather ho-hum and bland, not unlike the main character is for most of the movie. What kept me invested was all of the in-jokes and pop culture references. Nothing was laugh-out-loud funny, but it did make me chuckle consistently. The best bits were probably from Batman, Superman and Green Lantern (voiced by Will Arnett, Channing Tatum and Jonah Hill, respectively). Another strong point was the large ensemble voice cast, which included Chris Pratt (Emmett), Will Ferrell (Lord Business), Elizabeth Banks (Wild Side) and Morgan Freeman (Vitruvius/The Wizard?). Despite the rather bland story, things were practically saved near the end when it takes a rather poignant turn which I won't spoil (for the few people who haven't seen it yet). The end makes everything that came before it worth watching. Still, I can't quite bring myself to forgive everything else completely. Among those things is a ridiculously catchy earworm that gets repeated ad nauseam. In the end, it is something that both kids and adults can get enjoyment out of, even if it's more fluff than substance","
            8/10
            "
"chandarjones","9 April 2020","This is a fun and clean movie to watch as a family. We were laughing along with our kids, and had a few good talking points from it too.","
            3/10
            "
"michael_the_nermal","7 April 2014","From a visual perspective, ""The Lego Movie"" is spectacular. The computer animation seems flawless, and the depiction of the Lego World was amazing. This film's second positive attribute is its clever writing and humor. I loved that the Lego people placed supernatural power on everyday household items that wandered into their world. This film could have been absolutely terrible. It, like ""The Transformers"" of the '80s, or its predecessor ""Gobots: Battle for the Rock Lords,"" could have been panned by anyone over 13 as just a cash-in to sell more Legos. This film does have adult sensibilities, and the screenwriters envisioned a movie that had an actual message worth saying. For cynical parents, this movie is *not* merely a cash-in that will have your children screaming tantrums for an Emmett and Lord Business Playset; this movie has fully-fleshed-out and funny characters. Chances are you, the grownups, will be laughing and even empathizing with Emmett and his other plastic friends.Now on to this film's themes, which may leave some parents puzzled. On the surface, this movie is about the conflict between creativity and strict obedience to sets of rules, mostly in the realm of art (I suppose you could say this conflict applies to all aspects of life, but ""art"" is the subject that came to mind first). Strangely, I think this film is morally ambitious as to its message, though that does not seem the case at allat least, not at first. The villain is, for lack of a better word, an ""aesthete"": he has a vision of perfection and beauty for the world that others may see as too strict and rigid; he literally wants to glue his subjects in place so that everything in the Lego World will be ""perfect"" as he sees itor ""awesome"", as the film's main song suggests. He is opposed by a group of subjects who refuse to ascribe to his vision of ""perfection"" and instead emphasize free thought and wild creativity over *any* order. On the surface, the film may be a parable about the struggle between democracy over fascism, but I don't quite see the film's message as being on that large of a scale. The message is about how best to create works of art; and, odd as it seems, I can see Legos as a medium through which artistic expression can come alive. This film has two extremes: there's the fascistic world of LegoTown, where everything is to be done according to specific sets of written rules; and there's the colorful, psychedelic Cloud Cuckoo Land, where there is no order at all: cynics would say the Cloud Cuckoo Landers live a life of anarchy and chaos, and it would be a wonder that things get done at all. The rebel Legos' devotion to extreme creativity has its limits, and this is shown in the film. It's up to Emmett, the protagonist, to find a compromise between extreme order and specificity and extreme creativity. He is, indeed ""The Special""; the bridge that leads to a path of moderation between two extreme views of expression.This film gives the grownup viewer a lot to wrap his or her mind around. The ambiguous tone will also confound those who think they have this movie's message pegged down. It's not just a kid's movie: it's a clever manifesto about the nature of the creative process! And it offers no easy answers! This message is wrapped around clever humor, silly characters, and excellent animation. By all means, take your kids to watch this film; but don't offer them easy answers about the film's moral, either.","
            9/10
            "
"miguelneto-74936","14 June 2016","The Lego Movie is a different and fun animation , see lego that many children playing in childhood into a movie is something very nostalgic, the film's plot is simple and nothing innovative , the soundtrack is cool, and the characters may be the most positive pointer the film, the protagonist is funny is charismatic , the animation has participation of comic heroes, Star Wars character , etc., Batman is featured in this movie and it's really fun , Superman also makes an appearance , the villain is to cool, more nothing different from other villains in animated films , the end is very good, and the pace is great , the animation flies , the film's duration also helps , the Lego movie is a very fun animation with the participation of many well-known characters , besides having funny moments . Note 7.9","
            9/10
            "
"jhigginbotham151","3 May 2014","The Lego Movie is so much fun. Anyone who grew up building things out of legos, you will love this. The film is exactly what its like when you play with legos as a kid, you put the batman in with the construction set and star wars into Gotham City, you went crazy and put everything into your own little world of awesome. Then of course, there's the kid who always tried to have everything in order, everything in its place and have everything be... not awesome.The Lego Movie captures all of the same feelings from your childhood and bundles in up in to a very enjoyable, easily digested 100 minutes. Emmet is the main character and hero of the story, he's a very relatable character in the sense that he's upbeat about everything, even though his life is stale and he blends in with everyone else. This makes him a good role model for kids (always be yourself and always try and stand out from the crowd) and makes him an interesting character to root for. Lucy is the hipster-like love interest for Emmet and she brings some girl power into the film that gives the girls someone to relate to as well. Batman and the other characters are all there to give the story its grand scope and also to provide some of the funniest moments in the whole film. Its also nice to see that it doesn't feel that only characters the filmmakers could get the rights too are included, it really does feel like any lego character you could think of is there in the film.The film also has some astonishingly clever social commentary and pop culture references for what is primarily a kids film. The films main theme song 'Everything Is Awesome' is a parody of today's modern pop radio and is considered by Lucy to be a song only people who blend in listen to. However, Lucy then goes on to say that Batmans emo,screamo- like song is what 'real music' is. Its a loving little nudge at what we as a society deem as popular and unpopular, what's real entertainment and what isn't. References practically seem to write themselves here, given the amount of characters they included, although my favorite has to be Green Lantern being a massive fanboy of Superman. The animation looks so close to the same stop motion animation you would see on YouTube, giving it a very real, homemade feeling, but of course with a much bigger budget and it does look very nice. Water, fire and everything else are rendered in its lego format and props to the animators because everything on screen is CG. Then there's one scene which I was so happy to see include, I wont spoil it but it's the scene that summed up the entire film for me.Overall, The Lego Movie is a superb film for all ages. Its bright, funny and inspiring for the kids and has enough under the hood to make it enjoyable for adults as well.","
            6/10
            "
"tiffanyyongwt","23 February 2014","The LEGO® Movie got to be the most ""awesome"" movie in the most ""awkward"" way. Is it an awesome movie? Erm, I got to admit, I was kind of dozing on and off for the first 80 minutes, which rarely happened to me (like once out of hundred films and this is that one time?) So instead of raving about why you should watch this film like every single Lego fan out there, perhaps it will be more suitable for me to tell you WHO will actually enjoy or even understand the film.The Must-Go-Watchers: Lego Fans (obviously), star wars or DC Comic fans. If you don't watch Star Wars, you might end up with several moments where you are wondering why are people laughing (yes, that happened to me -.-. Many classic lines, including lines from Liam Neeson's Taken, were used which made the film interesting. Fans who had grown up playing Lego will find the film nostalgic, as they go into details like change hair, the body (outfit) and even what they can hold with their claim like hands. What's more? They have a great catchy song, which goes on in your mind like the minion song.Read more: http://tiffanyyong.com/2014/02/05/the-lego-movie-review/","
            10/10
            "
"bm2759","26 February 2014","Thus far this is tied with Her as my favourites for 2014. There is a lot to like about this movie especially having seen it in 3D which enhances just how entertaining this is. A obvious comment - this is Lego brought to life! I loved how well thought through this movie was. Whilst it references popular culture both through characters of other stories but also Internet memes such as Batman's capacity to achieve anything. It has aptly timed humour that was refreshingly unexpected. But most of all I really enjoyed how to the story unfolded with the presence of real world items; the end result being an acknowledgement of the creativity found in a child's mind and how adults can inhibit this. Brilliant.On that note I really appreciated the deeper meaning in this film and how well rounded the message is: creativity shouldn't be limited to those who think freely and originally. Anyone is capable of creativity whether it be complete new, a slight different, or a revised of something already present. But beyond that independent creativity thought should be applauded communal creative thought should be too. As well as creative thought derived from instructions.Toy Story 3 was the last animation film I saw which was explored childhood and what it meanings, including growing up. It was a masterpiece which hasn't been topped. Lego Movie is not as good and is different but what it does share is an equally relevant showcase of experiences children have.I trust you, like me, walked away from this movie wanting to play with Lego, play Mindcraft or do something creative. Wonderful!","
            8/10
            "
