"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"dvc5159","16 April 2010","Finally, a horror/thriller that actually, genuinely scares the crap out of you. Not because it has fancy villains in masks or sadistic buckets of gore throughout. No, it scares you because it messes with your mind. Most will hate this movie, they don't like their brains being tampered with. I loved it. It's what we needed after all those gory R-rated and sometimes lame-duck PG-13 horror crap-fests.The horror/thriller genre has been raped lately, with gore and scantily clad- women replacing the noir and terror that Alfred Hitchcock perfected in the '50s and '60's. Here director Martin Scorsese delivers in full blast, crafting a thriller in his own unique vision. The atmosphere throughout the movie is tense and unsettling. Slow as it may be, but it is crucial to the movie and it's genuinely gripping. Your attention WILL not be lost. The scenery is beautiful and finely done with no excessive lighting, grain or darkness. The editing by Thelma Schoonmaker is fluid and pitch-perfect, and never makes the film lose focus. The movie is based on a book by Dennis Lehane and is packed with twists and turns that will leave you breathless and uneasy. The movie cranks the breathlessness and uneasiness up to the power of 5. The music is also perfectly suited with the scenes. There is sometimes no music during suspenseful moments, and sometimes the music makes the scene even more disturbing and memorable. Alfred Hitchcock's noirish thriller style is back with a vengeance, here to teach today's moviegoers the REAL meaning of suspense and horror.All the actors in the movie are in top-form. Once again, you can't go wrong with a Leonardo DiCaprio/Martin Scorsese collaboration. As the protagonist, we the audience are thrust into his shoes and we are about as confused and scared as his character is, we feel what he feels. It becomes a psychological trip that poses many, many questions about oneself, that to discuss them here would spoil the entire movie. There are some flashbacks in the movie, but all of them are important clues to DiCaprio's character. DiCaprio gives a stunning performance, once again tempting the Academy to give him another Best Actor nomination. DiCaprio gives a vivid portrayal of a vulnerable, haunted and ultimately terrified man. Apart from DiCaprio there's really not much I can say about the supporting cast, because they are all also terrific. Ben Kingsley; Mark Ruffalo; Michelle Williams; Max Von Sydow; Jackie Earle Haley; Emily Mortimer; Patricia Clarkson; Ted Levine; Elias Koteas; John Carroll Lynch. All of them.In short, this is a psychological and frightening masterpiece that will make you scared, will make you think, and will make you seek psychological help. This is one of the best films of the year. See it, go in with an open mind and prepare to be blown away.Overall value: 9/10.","
            9/10
            "
"TheDeadMayTasteBad","23 February 2010","There is one line of dialogue, right at the end of Shutter Island before the credits roll, that elevates the emotion of the film and makes it much more powerful. For those of you, like me, who read and enjoyed the novel before seeing the film and felt that the trailers and advertisements for this film were leading you to believe there wouldn't be any narrative surprises in store, think again! Scorsese's film features that one brief piece of dialogue at the films conclusion that results in an entirely different perception of the final act. The rest of the film, however, is very faithful to Dennis Lehane's already great story.Shutter Island represents exactly what one should hope for when seeing a novel being interpreted to film. While it certainly does the source material justice, it also adds small changes that make for a distinctive experience. Even if you've read the novel multiple times, you'll feel like you're reading the book for the first time again while watching. Scorsese perfectly recreates the menacing atmosphere of the island on film. Every location is foreboding and drenched with hints of unseen danger in dark corners. The lighthouse, the caves, the civil war fort housing ""the most dangerous patients,"" and the island itself--every locale seems large yet claustrophobic and isolated at the same time.I often experience claustrophobia myself and there are certain films that really capitalize on that personal fear and make it more relevant and eerie to me. Neil Marshall's The Descent was one such picture, and this is another. An confined island is a terrific horror location and it comes with its own type of fear. The utter desperation to escape from a persistent and confined nightmare is something Teddy (Dicaprio) is receiving in high doses, and so does the audience.As with Scorsese and DiCaprio's previous collaborations, this is a movie that must be seen. Here they explore the horror/thriller genre with gravitas, with no small part played by Laeta Kalogridis in supplying the screenplay. While most modern pictures of its kind lack character or any real sense of suspense, Shutter Island doesn't go for cheap gags. I concur with Ebert when he says one of the key elements to this film is that it releases its tension through suspense instead of mindless action sequences. That's not to knock a well-deserved frenetic scene of violence every once in awhile--it works to the advantage of some films like Evil Dead II and Planet Terror--but had Teddy and Chuck gone running and gunning through the facility's faculty, the mood this movie keeps in check so well would have been lost.However, that mood isn't sacrificed and ""spooky"" is punched up to full force. A considerable amount of that spooky is generated by a ""best of"" collection of actors that have mastered the art of creepy: Ben Kingsley, Jackie Earle Haley, Ted Levine, and Max Von Sydow just to name a few. Had Tom Noonan been thrown in the cast as well, my ""Top Five People I Would Not Want to Be Left in the Dark with, Especially in a Room with No Doors or Windows"" list would have been completely exhausted. On that note, is it just me or has Sydow mysteriously not aged since The Exorcist? Was there a secret pact made between Lucifer and Father Merrin? Whether he sold his soul or not, he's quite ominous in every single scene he is present in. All of this great talent in front of the camera doesn't mean anything though if you don't have a faithful orchestrator behind it. Luckily you have Scorsese leading the lens and he points the movie in the right direction, even if this isn't among his very best works. His style works amazingly with suspense laden projects and at times he even seems to channel Hitchcock and Kubrick, though there's always something distinctively Scorsese about the presentation. I found the editing in the opening scene, with Chuck and Teddy approaching Shutter Island, to be very odd and frantic, though I think the audience will know why Scorsese displayed the scene the way he did after completing the film.With a body of work so impressive, Shutter Island is among captivating company. The good news is that Shutter Island carves out a place of its own in his resume. While no Goodfellas or Raging Bull or Taxi Driver, I have no problem placing Shutter side by side The Last Temptation of Christ and Bringing Out the Dead. The cinematography is bright and gorgeous. Scorsese doesn't rely on the over-grainy, ugly presentation that most modern horror or suspense-riddled thrillers rely on. He uses lush, bright color during daytime and dream sequences to flush out a distinct feeling of terror.Shutter Island isn't just a pretty face, its also got a great story to boot and this is why I've been anticipating the film for so long. As mentioned earlier, I've been exposed and digested the source material myself before seeing the movie. I was worried the trailers for the film were giving away too much through their spots on television and on the silver screen, but Scorsese has added enough to the film for the story to feel fresh even for those ""in the know."" You are transferred in the films paranoia and phobia once the camera pans through the mental facilities open doors. Lehane is one of the luckiest authors on the planet to have his work adapted to the big screen by talents such as Eastwood and Scorsese, but his work is brilliant and deserving of such treatment.At the risk of spoiling plot points for potential viewers who have not read the book, I'll leave a Related Recommendations section concealed in ""Spoiler"" tags. Discussing this story at any length can be quite revealing.","
            10/10
            "
"stednitzrules250","21 February 2010","Shutter Island. A film that will divide the film community. A film that will leave many upset, and hating it. A film that has already completely split the critics. A movie that messes with you. And no one likes to be messed with. And that is exactly where it exceeds. Think I'm contradicting myself? Shutter Island is one of the most well crafted psychological thrillers to come by since Silence Of The Lambs. And it is no coincidence both were brilliantly written novels. Shutter Island is adapted by a book written by Dennis Lehane (wrote gone baby, gone and mystic river). It is a book filled with twists and turns, that will leave the reader dizzy. And, that is what it's film counterpart does to the fullest. Martin Scorsese helms the director chair, in a movie where he is more free than any before. This is Scorsese at his most unrestrained. Marty takes what he has learned from the great films of the past and puts it into his. The master of suspense Alfred Hitchcock's influence is everywhere you look in this film. And it is no wonder, considering Scorsese even showed one of his greatest works to the crew: Vertigo. And many of those ideas are present in Shutter Island; the cliff scenes scream Hitchcock. This is a film that creeps and crawls, and is filled with dark corners. And it is all heightened by the coming storm that looms over the island. This is classic film noir. The story follows Teddy, a federal Marshall, and his partner Chuck (Played by DiCaprio and Ruffulo). They go to this mysterious island enveloped in fog to investigate an escape. From these opening scenes, Marty has set up a dark and creepy premise. Almost the whole movie incorporates this story as Teddy desperately tries to find the truths he seeks. Teddy is shown as a scared man; a man of war and violence as portrayed in various flashbacks. These will go on to be increasingly important as the story progresses. We follow Teddy on his quest, through every dark corridor and perilous confrontations. Slowly, we are given pieces to the puzzle, but the audience does not even realize it. For we, like Teddy, are blind. For the moment at least. It is because of this that the thrilling conclusion will leave many blindsided. But, you see, that is where this thriller becomes something more. We as the audience are put in Teddy's shoes, and we feel all the things he feels. It is a complete assault on the senses, and it works beautifully. This is a film you must watch carefully. That is another thing that sets this apart, it is a horror film that makes you actually think. In this day and age, I'm not surprised some found it terrible esp. after their brains have been turned to mush by these new gore filled horror films. Scorsese's ultimate goal here is to wake you up. And trust me, you probably wont like it. This is also a film I would recommend seeing a second time. In fact, it is even better the second time. All those pieces of that puzzle you didn't catch the first time, you will the second. You see, we as the audience are first put in the shoes of Teddy. The second? Well, without giving too much away, lets just say you are put in someones else's shoes entirely during the second viewing. Shutter Island. A film that will make you question your own sanity. A film that will leave you breathless. A film that has re-ignited the thriller genre. A film that will leave you, and the main character, searching for answers. 10 out of 10 -CLS","
            8/10
            "
"Xstal","27 March 2023","There's an island where unstable people go, are they prisoners or patients, we just don't know, some kept in cages, some are free, surrounded by a fierce sea, but the doctors have a plan, a manifesto. Two Marshalls make the trip, investigate, when an inmate disappears from the estate, vanishing, into thin air, no one knows quite how or where, then a storm arrives, events then bifurcate.Wonderful performances all round in a tale that may leave more questions than answers at the end as it twists and turns, writhes and squirms, revealing an iceberg of a story that has a lot more going on beneath the surface than you originally anticipated.","
            9/10
            "
"TheLittleSongbird","6 August 2010","I like Martin Scorsesse a lot, and I was interested in seeing Shutter Island. It had a truly intriguing concept and my 17-year old sister was raving about how brilliant the film was. Shutter Island is not Scorsesse's best, but it was atmospheric, clever, incredibly thought-provoking and somewhat disturbing too.I do agree it is too long and that it drags in places, that Shutter Island is still very impressive and gripping. The cinematography is great, dark, expressionistic and Gothic. Same with the scenery which is both picturesque and bleak, while the direction is superb, almost operatic and imaginative. The screenplay is intelligent and the plot gripping and clever, however Shutter Island is one of those films that if you miss a line of dialogue or a plot point you are in danger of missing something important. I also liked the music- admittedly the repeated bass motif which has a knock-on-the-door effect makes us think immediately that something out of the ordinary is going to happen but I have to admit it was haunting, while the Mahler chamber music piece along with the more gut-wrenching images at Dacchau was put to effective use, though coming from a classical music enthusiast I never knew Mahler wrote chamber music.The acting is very good, Leonardo DiCaprio and Ben Kingsley are both excellent, and Mark Ruffalo was surprisingly good too. Max Von Sydow is also good, and although I wasn't sure about Michelle Williams at first she was suitably eerie and haunting. Finally the ending, some have said it was clever, others were underwhelmed by it. For me, I found it very clever and it was actually the part of the film that made me think about most. Of course it leaves questions rather than answers, but I think that was the point, it is ambiguous and open to interpretation and I certainly would have never thought of that. There could also be the possibility that there is no right or wrong answer, we are left to wonder for ourselves whether he was sane or not, and I think that was a reason for why the film ended inconclusively- I for one asked myself what did happen to Ted? Overall, very gripping and clever, with an ending that really makes you think. It is not what I consider a perfect film, but the direction and acting makes up for any misgivings. Plus it is probably a film you need to see more than once to completely understand or appreciate it. 9/10 Bethany Cox","
            8/10
            "
"Hitchcoc","30 August 2010","I was told on several occasions to skip this film. While I felt it took a long way to get to the point, I found it intriguing and engaging. I've really grown to like DeCaprio and find him to be an interesting actor. One reviewer did criticize him for hanging around the dark side a bit much, but that could be said about Nicholson and a host of others. This is one of those mind puzzles that force one to guess a good deal. Because of the pace, I eventually figured it out. Nevertheless, it is told in a very interesting way. With ""Inception"" capturing the box office recently, this seems a mild effort to explore the subconscious. It is multi-layered and complex. It throws curves and red herrings, but I never felt toyed with. This is certainly worth a shot.","
            10/10
            "
"Ch4ndler_B1ng","9 March 2020","68% on Rotten Tomatoes, really?This movie has multiple meanings but at times it is hard to explain the meaning because you can't find the words to describe it. So I'm going to try and keep it easy to understand.At the beginning we see our main character, Teddy Daniels a.k.a. Andrew Laeddis (as we find out towards the end) throwing up on a ferry saying it's because he is seasick, but now I get it. He is throwing up because he so horrified by his past, his wife killing his three children by drowning them and him shooting her in the stomach that he gets sick every now and then. Ben Kingsley's character says that Dr Sheehan is overseas, which we find out is actually Andrew's psychiatrist for Shutter Island. His disguise name is Chuck Aule and he tries to play the part as Daniel's buddy in this new situation.Close to the introduction of the film, we see the cops handling rifles when Daniels gets out from the ferry, this is because he is a dangerous patient and we have no idea when he is just going to get mad and kill somebody. He has had a short temper ever since the death of his wife and his three children. When you first watch the movie, you don't realise why the cops could be handling the rifles when Teddy is around, that is the genius of Scorsese. Second time around, you notice something odd about the way people act around Andrew, they're scared of him, they try to act civil around him but the freak out!The one scene where Teddy and Chuck are interviewing patients and he comes across that one female that seems fine, he asks her, ""Have you ever seen a patient called Andrew Laeddis?"" she answers back, frightened, ""Nope, never heard of him"" and runs out crying, that is because she is legitimately afraid of him.And if you pay real close attention the name that Teddy gives his wife, Rachael Solando and the detective name he gives himself Teddy Daniels spells out the real names of the two.
R A C H A E L S O L A N D O
D O L O R E S C H A N E L
T E D D Y D A N I E L S
A N D R E W L A E D D I SDefinitely check this movie out, my favourite film of the 2010's and by far one of my favourite psychological thrillers. Grade: A+","
            9/10
            "
"Irishchatter","29 December 2015","I thought this film was fantastic, i wouldn't call it scary or easily frightening, I would call it a mystery thriller masterpiece. As usual with Leonardo DiCapro, he was always excellent at playing the right roles. Gee, he had to play two characters - Ted and Andrew which could make you confused to which one is he really acting as. That must be really challenging but i say Leonardo is well able to do any role at the same time!I liked the fact this was based on a mental asylum on an island because it just gives you the curious feeling of what will happen next. You really don't to skip a minute or two to not see the full movie since you just gotta find out what really is going on. Although be warned, you will just get one jump-scare. Its the scene where Andrew shot his wife after she killed their three children and you wouldn't have expected it since it was so fast!This is a really great masterpiece of DiCapro's work, I give this movie 9/10 :)","
            10/10
            "
"talkymeat","14 May 2010","Shutter Island centers around two U.S. Marshalls who must search for a missing patient on said island, which has a large complex specifically designed for harboring the most violent and disturbed mental patients. Agent Teddy Daniels and his partner must try to understand the mysteries of Shutter Island while attempting to unearth a plot that may go all the way up to the men who run it.Shutter Island is a very unique and interesting movie. The acting, directing, and the script are all excellent as can be expected in a Scorsese movie. But the quality that sets this apart from most of his previous works is the tone and genre. Scorsese does an amazing job of creating a haunting and dark tone that fits such a suspenseful movie very well.The twist is also very good, even though it was given away by the trailers. At the end of the movie it is revealed that Leonardo DiCaprio is a patient on Shutter Island and everything that has happened has been an attempt to allow him to live out his delusion of a missing patient and two U.S. Marshalls investigating a secret plot. This idea is a bit far fetched, but that is easily forgivable when you consider how well it was interwoven into the plot.Upon watching it a second time I noticed all the subtle hints that were placed throughout the movie. That is another quality of Shutter Island that I admire; it's re-watchability. After you know what Leonardo DiCaprio is, it makes the second viewing an entirely different and highly enjoyable experience. You can find all the things you missed the first time and understand all the things that seemed vague and confusing when you didn't know where it was going. The only real gripe I have would be that Scorsese never really captures true emotion here. The scenes that are supposed to resonate don't really pull you in like they should, specifically the scene by the lake with his wife and kids. Not to say that you don't care about the characters just that it misses the mark somewhat in the drama department. Shutter Island is a very underrated movie and ranks with some of Scorsese's best. His trip into suspense/mystery actually works very well and he captures a tone that I've never seen before. Somewhere between horror and suspense he finds a gray area that gives Shutter Island a feeling all it's own. Certainly worth watching and re-watching again and again.","
            9/10
            "
"slothhead54","17 February 2010","I just saw Shutter Island this evening, just prior to its American release. I have to say this film was full of intrigue. Prior to viewing this film I had built a preconceived notion of what this thriller was going to be like because I was fooled yet again by good marketing when watching the trailer. This is probably not the movie for your average film-goer who wants an easy plot line to follow and little thought required. This movie does challenge the viewer physchologically and definitely holds your attention all the way through. For someone who was never much of a Leonardo fan, his performance is brilliant, so much range to his character. In fact all of the acting in this film is excellent. The directing is probably the best quality to this film. I always enjoy watching a film that is as unpredicatable as this film and where the director has turned the plot line on to his viewer.","
            10/10
            "
"bain0038","19 February 2010","From the look of the trailer, Martin Scorsese's ""Shutter Island"" looks more like a horror film This is a dangerous place where isolation rules under fascist control. A U.S Marshall is sent to an asylum to investigate a missing patient but discovers so much more. A demon? A ghost? Something more? Is this going to be as disappointing as I think it is?I was skeptical walking into the theater, wondering if this twist could hold water. The film starts with Teddy Daniels and his new partner, Chuck, standing on a ferry. They talk about their assignment. What's suspect here is that there is no additional development. We are bam, smack right into the story without so much as an opening montage. All that we see is the men smoking a couple cigarettes. Though this is what begins as momentous development. As our hero smokes we that this isn't the glorified top lit smoking of a beauty or that of a sophisticated and confident gangster. We see that this is a harsher character with poor posture, someone who doesn't sleep well, someone with a deep pastThey are greeted at the gate by guards whose attitudes' seem immediately suspect. Soon we meet Dr Crawley, a seemingly complex and modern man who runs the asylum. However, he soon turns uncooperative with the investigation. Inmates and staff are hiding something but what? Everyone here seems off. Evidence and clues begin to appear but not before our hero seems riddled by psychosis himself. ""You act like all this madness is contagious."" Daniels says to the guard. Is it? Soon we begin to wonder, too, but not before he uncovers the tip of the iceberg and it's not only painfully intimate with his own past but also a mass conspiracy. The Nazis had concentration camps and the Americans have Shutter Island.Though, it doesn't stop here, but to say anything else would do the story injustice Kingsley is in his finest role in years. Similarly, DiCaprio reaches new levels. Amongst others Elias Koteas, Ted Levine, Michelle Williams, all play small but wonderful roles. Robert Richardson captures a world all of its own.While Scorsese is a master of film I'd say that his specialty has been more character than story. This is a fresh balance of both. It's a mix of noir and thriller. It's only sort of a horror movie and could be compared to ""The Shining"" but it makes it look like it's a one trick pony. All this praise being said it's not for everyone. The story is complex. It takes some attention. At times it's a bit bleak and dire. Of course it all makes a little less sense when you actually think about it but then again that's film. There are a couple of moments where the story gets lost within itself. Things become a bit too complicated. At this point you might begin to lose faith in its viscosity, but don't worry because the story has you right where its put you.","
            9/10
            "
